gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,3,3,0
ASOKAN,2,2,0
ADVANCED BUSINESS INTERIORS,2,2,0
ITEX,2,2,0
THE ACCESS INFORMATION AGENCY,2,2,0
CISCO,1,1,0
CORADIX TECHNOLOGY CONSULTING,1,1,0
CSI CONSULTING,1,1,0
DONNA CONA,1,1,0
DUO SECURITY,1,1,0
DYNAMIC PERSONNEL CONSULTANTS,1,1,0
ERIE CONSULTING GROUP,1,1,0
EXCEL HUMAN RESOURCES,1,1,0
WARK WESLEY,1,1,0
MAKWA RESOURCING,1,1,0
NISHA TECHONOLOGIES,1,1,0
OTTAWA SECURITY SYSTEMS AND COMMUNICATIONS,1,1,0
SIERRA SYSTEMS GROUP,1,1,0
SOFTCHOICE,1,1,0
TEKNION,1,1,0
ZYCOM,1,1,0
THE AIM GROUP,1,1,0
THE BYTOWN GROUP,1,1,0
THINKPOINT,1,1,0
BOYDEN OTTAWA,1,1,0
CARAHSOFT TECHNOLOGY CORPORATION,1,1,0
