gen_vendor_normalized,total_entries,total_contracts,total_amendments
DELL COMPUTER,5,5,0
SHARP ELECTRONICS,4,4,0
NORTHERN MICRO,3,3,0
MICROSOFT CANADA,3,3,0
BARBARA MCISAAC,3,2,1
GUDMUNDSETH MICKELSON,2,2,0
SAS INSTITUTE,2,2,0
VERSACOM,2,2,0
SAMSON ASSOCIATES,2,2,0
CANADIAN HELICOPTERS EDMONTON,1,1,0
CAROLYN BROWN,1,1,0
CHINOOK HELICOPTERS,1,1,0
CISION,1,1,0
CISION CANADA,1,1,0
CNW GROUP,1,1,0
COMPAGNIE AMPLEXOR CANADA,1,1,0
CREMER PIERRE,1,1,0
CSDC SYSTEMS,1,1,0
DA GLOBAL,1,1,0
DALE HARLEY,1,1,0
DARLENE,1,1,0
EDMONTON FLYING CLUB,1,1,0
FASKEN MARTINEAU DUMOULIN,1,1,0
GX ANNUAL LICENSE,1,1,0
LIONBRIDGE,1,1,0
MAHONEY ANNE LOUISE,1,1,0
MSC SOFTWARE,1,1,0
NIMBLE,1,1,0
NOVA NETWORKS,1,1,0
PIERRE CREMER,1,1,0
PRINTER PLUS,1,1,0
QUANTUM MANAGEMENT SERVICES,1,1,0
ROBERTSON COMPANY,1,1,0
SAINT HUBERT FLYING SCHOOL,1,1,0
SEQUOI HELICOPTERS,1,1,0
SHARMA ASSOCIATES,1,1,0
TOSHIBA,1,1,0
TURTLE ISLAND STAFFING,1,1,0
ACRODEX,1,1,0
VIDEOLINK,1,1,0
AIR CANADA,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
ANTHONY MACAULEY ASSOCIATES,1,1,0
ARIANE GAGNON ROCQUE AVOCAT,1,1,0
BARBARA MCISAAC LAW,1,1,0
BENOIT PARE,1,1,0
BROWN CAROLYN,1,1,0
BRUELKJAER,1,1,0
