gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2016,2,2,0
ALTIS HUMAN RESOURCES,2017,5,3,2
BPM CONSULTING,2016,3,3,0
BPM CONSULTING,2017,3,3,0
CANON,2016,5,5,0
CANON,2017,5,5,0
CORADIX TECHNOLOGY CONSULTING,2016,7,7,0
CORADIX TECHNOLOGY CONSULTING,2017,12,7,5
ESRI,2016,2,2,0
ESRI,2017,5,5,0
IBM CANADA,2016,1,1,0
IBM CANADA,2017,6,4,2
NORTHERN MICRO,2016,1,1,0
NORTHERN MICRO,2017,5,5,0
PROCOM CONSULTANTS,2016,1,1,0
PROCOM CONSULTANTS,2017,5,2,3
SAMSON AND ASSOCIATES,2016,1,1,0
SAMSON AND ASSOCIATES,2017,6,4,2
TERAMACH TECHNOLOGIES,2016,1,1,0
TERAMACH TECHNOLOGIES,2017,6,5,1
