vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2016,317263.93333333
ALTIS HUMAN RESOURCES,2017,437769.24333333
CERIDIAN CANADA,2014,445953.96625
CERIDIAN CANADA,2015,445953.96625
CERIDIAN CANADA,2016,445953.96625
CERIDIAN CANADA,2017,852623.99525
COMPUGEN,2017,15781768.584
CORADIX TECHNOLOGY CONSULTING,2015,1190945.555
CORADIX TECHNOLOGY CONSULTING,2016,2067338.88833334
CORADIX TECHNOLOGY CONSULTING,2017,2731675.75944444
EQUASION BUSINESS TECHNOLOGIES,2016,496391.915
EQUASION BUSINESS TECHNOLOGIES,2017,496391.915
EXCEL HUMAN RESOURCES,2015,264902.4
EXCEL HUMAN RESOURCES,2016,264902.4
EXCEL HUMAN RESOURCES,2017,387093.23
IBM CANADA,2014,7744087.095
IBM CANADA,2015,7983195.62766667
IBM CANADA,2016,8087917.85683334
IBM CANADA,2017,8558026.89444445
MICROSOFT CANADA,2017,1638573.53666666
MODIS CANADA,2014,127840.244
MODIS CANADA,2015,353169.739
MODIS CANADA,2016,353169.739
MODIS CANADA,2017,353169.739
PROTAK CONSULTING GROUP,2015,296041.09
PROTAK CONSULTING GROUP,2016,411016.09
PROTAK CONSULTING GROUP,2017,411016.09
