owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2015,1,1,0
agr,2016,3,2,1
agr,2017,1,0,1
cbsa,2015,1,1,0
cbsa,2016,1,0,1
cbsa,2017,2,0,2
cfia,2013,4,2,2
cfia,2014,2,0,2
cfia,2016,1,1,0
cihr,2015,2,2,0
cnsc,2014,1,1,0
cra,2008,2,1,1
cra,2009,1,0,1
cra,2010,1,1,0
cra,2011,10,6,4
cra,2012,5,3,2
csa,2013,1,1,0
csc,2014,1,1,0
dfo,2010,5,3,2
dfo,2011,1,1,0
dnd,2008,5,3,2
dnd,2009,2,2,0
dnd,2010,7,5,2
dnd,2011,18,17,1
dnd,2012,11,7,4
dnd,2013,7,3,4
dnd,2014,4,2,2
dnd,2015,4,2,2
ec,2012,1,1,0
elections,2017,1,1,0
esdc,2013,1,1,0
esdc,2014,4,4,0
esdc,2015,3,3,0
esdc,2016,2,2,0
esdc,2017,1,0,1
fin,2010,1,1,0
fin,2011,1,1,0
fin,2012,1,0,1
gac,2013,1,1,0
ic,2013,2,1,1
ic,2014,1,1,0
inac,2014,1,1,0
inac,2015,1,1,0
inac,2016,3,3,0
inac,2017,1,1,0
ircc,2011,1,1,0
ircc,2012,24,17,7
ircc,2013,42,9,33
ircc,2014,15,6,9
ircc,2015,18,9,9
ircc,2016,9,7,2
ircc,2017,18,3,15
nrcan,2011,3,3,0
nrcan,2012,1,1,0
nrcan,2013,2,2,0
nrcan,2014,2,1,1
pc,2012,1,1,0
pch,2009,1,1,0
pptc,2012,1,1,0
pptc,2013,1,1,0
pspc,2008,16,16,0
pspc,2009,5,4,1
pspc,2010,2,2,0
pspc,2011,5,3,2
pspc,2012,1,1,0
pspc,2015,1,1,0
rcmp,2008,5,5,0
rcmp,2009,1,1,0
rcmp,2010,4,0,4
rcmp,2012,1,1,0
rcmp,2016,2,2,0
rcmp,2017,1,1,0
ssc,2012,1,1,0
ssc,2013,1,1,0
ssc,2014,1,0,1
stats,2008,2,2,0
stats,2011,2,2,0
stats,2012,2,2,0
stats,2013,3,2,1
stats,2014,1,1,0
stats,2015,1,1,0
tbs,2008,2,2,0
tc,2012,1,1,0
tc,2013,2,2,0
tc,2014,1,1,0
tc,2015,1,1,0
tc,2017,2,2,0
