vendor_normalized,effective_year,sum_yearly_value
ADGA GROUP,2009,1158345.25666667
ADGA GROUP,2010,4402243.59666668
ADGA GROUP,2011,6643552.90722222
ADGA GROUP,2012,7704850.64055555
ADGA GROUP,2013,11307891.2155555
ADGA GROUP,2014,7976765.7275
ADGA GROUP,2015,6319269.0475
ADGA GROUP,2016,678678.01
ADGA GROUP,2017,678678.01
CANADIAN CORPS OF COMMISSIONAIRES,2008,16939961.7933334
CANADIAN CORPS OF COMMISSIONAIRES,2009,15217016.0933334
CANADIAN CORPS OF COMMISSIONAIRES,2010,44879311.8249999
CANADIAN CORPS OF COMMISSIONAIRES,2011,21567798.7599999
CANADIAN CORPS OF COMMISSIONAIRES,2012,14949471.7083333
CANADIAN CORPS OF COMMISSIONAIRES,2013,24944019.59
CANADIAN CORPS OF COMMISSIONAIRES,2014,27167545.38
CANADIAN CORPS OF COMMISSIONAIRES,2015,35735905.895
CANADIAN CORPS OF COMMISSIONAIRES,2016,32733105.96
CANADIAN CORPS OF COMMISSIONAIRES,2017,51390436.525
CONTEMPORARY SECURITY CANADA,2009,48709500
CONTEMPORARY SECURITY CANADA,2010,115364041.94
FORD MOTOR COMPAMY,2008,35322090.175
FORD MOTOR COMPAMY,2009,30011685.05
FORD MOTOR COMPAMY,2010,21534584.785
FORD MOTOR COMPAMY,2011,16613493.58
FORD MOTOR COMPAMY,2012,27114497.155
FORD MOTOR COMPAMY,2013,28233293.35
FORD MOTOR COMPAMY,2014,10606786.055
FORD MOTOR COMPAMY,2015,28444620.48
FORD MOTOR COMPAMY,2016,27881516.545
FORD MOTOR COMPAMY,2017,28543269.74
GENERAL MOTORS,2008,32789654.11
GENERAL MOTORS,2009,19815988.515
GENERAL MOTORS,2010,10631863.825
GENERAL MOTORS,2011,7768797.605
GENERAL MOTORS,2012,8836394.12
GENERAL MOTORS,2013,23069821.725
GENERAL MOTORS,2014,10000477.58
GENERAL MOTORS,2015,20252254.39
GENERAL MOTORS,2016,8497981.875
GENERAL MOTORS,2017,20079962.005
HOLLAND AMERICA LINE,2009,118703500.125
HOLLAND AMERICA LINE,2010,118703500.125
IBM CANADA,2008,2540336.16
IBM CANADA,2009,1861666.16
IBM CANADA,2010,14247042.29
IBM CANADA,2011,25676814.955
IBM CANADA,2012,13861313.8283333
IBM CANADA,2013,6473622.35499997
IBM CANADA,2014,6029794.68666667
IBM CANADA,2015,7951390.15416667
IBM CANADA,2016,6799660.60916667
IBM CANADA,2017,4910859.81166663
MOTOROLA SOLUTIONS CANADA,2008,22478721.485
MOTOROLA SOLUTIONS CANADA,2009,17670310.185
MOTOROLA SOLUTIONS CANADA,2010,21303420.6
MOTOROLA SOLUTIONS CANADA,2011,8199321.34
MOTOROLA SOLUTIONS CANADA,2012,18407543.72
MOTOROLA SOLUTIONS CANADA,2013,10814682.325
MOTOROLA SOLUTIONS CANADA,2014,13854548.045
MOTOROLA SOLUTIONS CANADA,2015,30749841.735
MOTOROLA SOLUTIONS CANADA,2016,31305535.485
MOTOROLA SOLUTIONS CANADA,2017,26768840.0075
PANASONIC,2008,1072011.54
PANASONIC,2009,3115619.75
PANASONIC,2010,7106108.91833333
PANASONIC,2011,2878717.90833333
PANASONIC,2012,2944032.24833333
PANASONIC,2013,6283846.12166667
PANASONIC,2014,7172016.20666667
PANASONIC,2015,8231531.43583333
PANASONIC,2016,4974793.75083333
PANASONIC,2017,5496108.125
PILATUS BUSINESS AIRCRAFT,2008,22724677.925
PILATUS BUSINESS AIRCRAFT,2009,22351186.78
PILATUS BUSINESS AIRCRAFT,2010,26755670.985
PILATUS BUSINESS AIRCRAFT,2011,4482706.445
