vendor_normalized,effective_year,sum_yearly_value
CACHE COMPUTER CONSULTING,2013,160650
CACHE COMPUTER CONSULTING,2014,3159196.685
CACHE COMPUTER CONSULTING,2015,5328859.805
CACHE COMPUTER CONSULTING,2016,6462759.195
CACHE COMPUTER CONSULTING,2017,4120013.19499999
CANADIAN CORPS OF COMMISSIONAIRES,2013,2125787.645
CANADIAN CORPS OF COMMISSIONAIRES,2014,1640079.015
CANADIAN CORPS OF COMMISSIONAIRES,2015,3304725.8
CANADIAN CORPS OF COMMISSIONAIRES,2016,4833015.3716667
CANADIAN CORPS OF COMMISSIONAIRES,2017,3173635.1916667
CGI,2010,218737.49
CGI,2011,3174500.775
CGI,2012,3174500.775
CGI,2013,3199253.3675
CGI,2014,3662915.2575
CGI,2015,982336.41
CGI,2016,554270.67
CGI,2017,871762.5
DONNA CONA,2011,1406142.04
DONNA CONA,2012,1406142.04
DONNA CONA,2013,1347536.14266667
DONNA CONA,2014,2321501.57333334
DONNA CONA,2015,4180179.67500001
DONNA CONA,2016,3675499.2
DONNA CONA,2017,3153401.41833333
IBM CANADA,2010,197187.072
IBM CANADA,2011,1164484.31866667
IBM CANADA,2012,3524040.96533336
IBM CANADA,2013,1446489.38366666
IBM CANADA,2014,3767207.13033333
IBM CANADA,2015,16924656.1438888
IBM CANADA,2016,19976192.0630555
IBM CANADA,2017,15955535.9113888
MAPLESOFT CONSULTING,2010,136319.4
MAPLESOFT CONSULTING,2011,282936.9
MAPLESOFT CONSULTING,2012,550845.97
MAPLESOFT CONSULTING,2013,578382.388333333
MAPLESOFT CONSULTING,2014,972623.363333333
MAPLESOFT CONSULTING,2015,2643498.65499999
MAPLESOFT CONSULTING,2016,2811570.33999999
MAPLESOFT CONSULTING,2017,141842.685
MAXXAM ANALYTICS INTERNATIONAL,2010,6340345.7300001
MAXXAM ANALYTICS INTERNATIONAL,2011,6340345.7300001
MAXXAM ANALYTICS INTERNATIONAL,2012,6340345.7300001
MAXXAM ANALYTICS INTERNATIONAL,2013,6340345.7300001
MAXXAM ANALYTICS INTERNATIONAL,2014,6340345.7300001
MAXXAM ANALYTICS INTERNATIONAL,2015,6340345.7300001
PODOLINSKY EQUIPMENT,2012,147262.5
PODOLINSKY EQUIPMENT,2013,1978892.22
PODOLINSKY EQUIPMENT,2014,2019614.77
PODOLINSKY EQUIPMENT,2015,1008538.54
PODOLINSKY EQUIPMENT,2016,2694255.04
PODOLINSKY EQUIPMENT,2017,1304021.485
RACING FORENSICS,2011,855131.04833333
RACING FORENSICS,2012,855131.04833333
RACING FORENSICS,2013,855131.04833333
RACING FORENSICS,2014,855131.04833333
RACING FORENSICS,2015,855131.04833333
RACING FORENSICS,2016,4629196.09583333
RACING FORENSICS,2017,3774065.0475
VERITAAQ TECHNOLOGY HOUSE,2010,277188.396
VERITAAQ TECHNOLOGY HOUSE,2011,277188.396
VERITAAQ TECHNOLOGY HOUSE,2012,277188.396
VERITAAQ TECHNOLOGY HOUSE,2013,651492.732
VERITAAQ TECHNOLOGY HOUSE,2014,1777217
VERITAAQ TECHNOLOGY HOUSE,2015,2919092.3
VERITAAQ TECHNOLOGY HOUSE,2016,774137.575
VERITAAQ TECHNOLOGY HOUSE,2017,1413394.20666666
