gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
CHRISTOPHER IRA MCKAY ART RESTORATION,2009,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2010,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2011,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2012,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2013,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2014,1,1,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2015,2,2,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2016,2,2,0
CHRISTOPHER IRA MCKAY ART RESTORATION,2017,2,2,0
DART,2008,1,1,0
DART,2009,1,1,0
DART,2010,2,2,0
DART,2012,1,1,0
DART,2013,1,1,0
DART,2014,1,1,0
DELOITTE AND TOUCHE,2008,1,1,0
DELOITTE AND TOUCHE,2009,4,4,0
DELOITTE AND TOUCHE,2010,2,2,0
DELOITTE AND TOUCHE,2012,2,2,0
DELOITTE AND TOUCHE,2013,3,3,0
DELOITTE AND TOUCHE,2014,2,2,0
DELOITTE AND TOUCHE,2015,2,2,0
DELOITTE AND TOUCHE,2016,5,5,0
DELOITTE AND TOUCHE,2017,5,5,0
DHPR COMMUNICATIONS,2008,1,1,0
DHPR COMMUNICATIONS,2009,1,1,0
DHPR COMMUNICATIONS,2010,1,1,0
DHPR COMMUNICATIONS,2011,1,1,0
DHPR COMMUNICATIONS,2012,1,1,0
DHPR COMMUNICATIONS,2013,1,1,0
DHPR COMMUNICATIONS,2014,1,1,0
FRANCINE LALONDE DENTREMONT,2008,2,2,0
FRANCINE LALONDE DENTREMONT,2009,1,1,0
FRANCINE LALONDE DENTREMONT,2010,1,1,0
FRANCINE LALONDE DENTREMONT,2011,1,1,0
FRANCINE LALONDE DENTREMONT,2012,2,2,0
HILL STRATEGIES RESEARCH,2010,1,1,0
HILL STRATEGIES RESEARCH,2011,1,1,0
HILL STRATEGIES RESEARCH,2012,1,1,0
HILL STRATEGIES RESEARCH,2013,2,2,0
HILL STRATEGIES RESEARCH,2014,2,2,0
IDS SYSTEMS,2014,1,1,0
IDS SYSTEMS,2016,4,4,0
IDS SYSTEMS,2017,1,1,0
REALDECOY,2008,2,2,0
REALDECOY,2009,1,1,0
REALDECOY,2010,2,2,0
REALDECOY,2011,2,2,0
ROBERT HALF TECHNOLOGY,2013,1,1,0
ROBERT HALF TECHNOLOGY,2014,1,1,0
ROBERT HALF TECHNOLOGY,2015,3,3,0
ROBERT HALF TECHNOLOGY,2016,1,1,0
ROY MACSKIMMING,2008,1,1,0
ROY MACSKIMMING,2009,1,1,0
ROY MACSKIMMING,2010,1,1,0
ROY MACSKIMMING,2011,3,3,0
ROY MACSKIMMING,2012,2,2,0
