vendor_normalized,effective_year,sum_yearly_value
CANADIAN CORPS OF COMMISSIONAIRES,2008,479137.785
CANADIAN CORPS OF COMMISSIONAIRES,2009,550829.27
CANADIAN CORPS OF COMMISSIONAIRES,2010,733289.815
CANADIAN CORPS OF COMMISSIONAIRES,2011,-311212.34
CANADIAN CORPS OF COMMISSIONAIRES,2012,0
CANADIAN CORPS OF COMMISSIONAIRES,2013,459487.975
CANADIAN CORPS OF COMMISSIONAIRES,2014,1152401.255
CANADIAN CORPS OF COMMISSIONAIRES,2015,1122775.46
CANADIAN CORPS OF COMMISSIONAIRES,2016,1598927.925
CANADIAN CORPS OF COMMISSIONAIRES,2017,2344420.025
COMMUNICATIONS & POWER,2008,0
COMMUNICATIONS & POWER,2009,0
COMMUNICATIONS & POWER,2010,0
COMMUNICATIONS & POWER,2013,24881.59
COMMUNICATIONS & POWER,2014,1085235.9
COMMUNICATIONS & POWER,2015,-542617.95
COMMUNICATIONS & POWER,2016,-542617.95
COMMUNICATIONS & POWER,2017,9932737.3633333
EMS TECHNOLOGIES,2016,39664571.47
EXACTEARTH,2012,3420649.105
EXACTEARTH,2013,-875988.7625
EXACTEARTH,2014,8087285.8508333
EXACTEARTH,2015,7219654.3733333
EXACTEARTH,2016,7277620.9583333
EXACTEARTH,2017,57966.585
HONEYWELL,2008,2388924.0375
HONEYWELL,2009,2933215.585
HONEYWELL,2010,5457135.46928571
HONEYWELL,2011,-2248171.93071429
HONEYWELL,2012,-1939890.13071429
HONEYWELL,2013,-1985773.81392857
HONEYWELL,2014,101160.578571429
HONEYWELL,2015,1127498.635
HONEYWELL,2016,6088674.475
HONEYWELL,2017,2549647.59
MACDONALD DETTWILER AND ASSOCIATES,2008,35637524.827
MACDONALD DETTWILER AND ASSOCIATES,2009,-31231883.2879
MACDONALD DETTWILER AND ASSOCIATES,2010,-1707025.3229
MACDONALD DETTWILER AND ASSOCIATES,2011,-2909823.97873333
MACDONALD DETTWILER AND ASSOCIATES,2012,-606315.53873333
MACDONALD DETTWILER AND ASSOCIATES,2013,121797715.1746
MACDONALD DETTWILER AND ASSOCIATES,2014,127370334.570833
MACDONALD DETTWILER AND ASSOCIATES,2015,-111654876.714167
MACDONALD DETTWILER AND ASSOCIATES,2016,-109568128.750892
MACDONALD DETTWILER AND ASSOCIATES,2017,19984129.3498333
MACDONALD DETWILLER AND ASSOCIATES,2013,37050224.8075
MACDONALD DETWILLER AND ASSOCIATES,2014,37050224.8075
MACDONALD DETWILLER AND ASSOCIATES,2015,37050224.8075
MACDONALD DETWILLER AND ASSOCIATES,2016,37050224.8075
MACDONALD DETWILLER AND ASSOCIATES,2017,37644262.3075
NEPTEC DESIGN GROUP,2008,2572140.9
NEPTEC DESIGN GROUP,2009,-862730.75
NEPTEC DESIGN GROUP,2010,3212397.85333333
NEPTEC DESIGN GROUP,2011,-691136.91833334
NEPTEC DESIGN GROUP,2012,-174364.54333334
NEPTEC DESIGN GROUP,2013,192603.225
NEPTEC DESIGN GROUP,2014,1631043.45
NEPTEC DESIGN GROUP,2015,983396.92
NEPTEC DESIGN GROUP,2016,-603737.97
NEPTEC DESIGN GROUP,2017,4349125.6475
SED SYSTEMS,2008,0
SED SYSTEMS,2009,0
SED SYSTEMS,2012,1338750
SED SYSTEMS,2013,-446250
SED SYSTEMS,2014,-446250
SED SYSTEMS,2015,-446250
SED SYSTEMS,2016,2233747.33
SED SYSTEMS,2017,4159578.585
TELESAT,2008,4368000
TELESAT,2009,3574428.9
TELESAT,2010,3574428.9
TELESAT,2011,0
TELESAT,2012,178710
TELESAT,2013,273915.785
TELESAT,2014,56586.865
TELESAT,2017,64673.15
