vendor_normalized,sum_effective_value
MACDONALD DETTWILER AND ASSOCIATES,1291358713.41
NEPTEC DESIGN GROUP,32948642.87
ABB,22310095.64
HONEYWELL,19249718.60
EMS TECHNOLOGIES,13721523.82
CALIAN,11963497.14
CANADIAN CORPS OF COMMISSIONAIRES,11757811.79
L3 COMMUNICATIONS,9897089.07
ENGINEERING SERVICES,9659947.40
EXACTEARTH,9659076.84
SED SYSTEMS,9442335.96
MPB COMMUNICATIONS,9309024.61
TELESAT,8636658.86
THE UNIVERSITY OF CALGARY,7514201.75
BEAUDOIN CANADA,7181651.84
NORTHERN CENTRE FOR ADVANCED,6492178.35
UNIVERSITY OF WATERLOO,6423891.92
INSTITUT NATIONAL DOPTIQUE,6269664.85
MAGELLAN AEROSPACE,6110063.67
C CORE,5432613.53
POLYVAL CONSTRUCTION,4924176.01
NISHA TECHONOLOGIES,4873631.11
BRISTOL AEROSPACE,4148840.24
YORK UNIVERSITY,4121154.86
UNIVERSITY OF ALBERTA,3333214.26
CANDEV CONSTRUCTION,3242405.32
UNIVERSITY OF GUELPH,2832123.33
CARRE TECHNOLOGIES,2828111.14
ARIZONA BOARD OF REGENTS,2701218.47
DPL SCIENCE,2670032.92
3V GEOMATICS,2490824.09
COMMUNICATIONS POWER,2453759.62
LANSDOWNE TECHNOLOGIES,2365290.73
HYDROGENICS,2321757.90
UNIVERSITY OF BRITISH COLUMBIA,2189737.94
AV TECH,2161227.59
UNIVERSITE DE MONTREAL,2148897.88
DELL COMPUTER,2142410.95
GLOBVISION,1950944.80
UNIVERSITY OF TORONTO,1928386.32
EUROCONSULT NORTH AMERICA,1921017.14
UNIVERSITY OF WESTERN ONTARIO,1920912.20
LAURIN COMPANY,1869425.43
ANALYTICAL GRAPHICS,1858839.85
ORACLE CANADA,1819577.87
9165 1364 QUEBEC,1776363.75
INSTITUT NATIONAL DE LA,1743914.79
ZODIAC DATA SYSTEMS,1739416.26
EXPOGRAPHIQ,1731329.67
NOETIX RESEARCH,1697133.90
ADGA GROUP,1662928.48
AECOM,1649709.07
THE GOVERNING COUNCIL OF THE,1631414.27
EFFIGIS GEO SOLUTIONS,1589876.08
DALCON ENTERPRISES,1575220.00
TELEDYNE OPTECH,1574887.89
CANADENSYS AEROSPACE,1538479.77
