vendor_normalized,effective_year,sum_yearly_value
CALIAN,2009,1460040.75
CALIAN,2010,1879052.35
CALIAN,2011,809084.5
CALIAN,2012,1342040.885
CALIAN,2013,1135654.775
CALIAN,2014,1924690.69166666
CALIAN,2015,908202.321666663
CALIAN,2016,789196.066666663
CANADIAN BANK NOTE COMPANY,2008,16883905.076667
CANADIAN BANK NOTE COMPANY,2009,16935180.076667
CANADIAN BANK NOTE COMPANY,2010,15495998.801667
CANADIAN BANK NOTE COMPANY,2011,32707006.68
CANADIAN BANK NOTE COMPANY,2012,29460399.2475
CANADIAN BANK NOTE COMPANY,2013,23232549.9625
CANADIAN BANK NOTE COMPANY,2014,1378323.485
CANADIAN BANK NOTE COMPANY,2015,1378323.485
CANADIAN CORPS OF COMMISSIONAIRES,2010,1321540.515
CANADIAN CORPS OF COMMISSIONAIRES,2011,3532898.275
CANADIAN CORPS OF COMMISSIONAIRES,2012,6010694.575
CANADIAN CORPS OF COMMISSIONAIRES,2013,6773469.59
CANADIAN CORPS OF COMMISSIONAIRES,2014,2946842
EXCEL HUMAN RESOURCES,2009,39248.125
EXCEL HUMAN RESOURCES,2010,56573.125
EXCEL HUMAN RESOURCES,2011,31885
EXCEL HUMAN RESOURCES,2012,2106654.43333334
EXCEL HUMAN RESOURCES,2013,2204034.63333334
EXCEL HUMAN RESOURCES,2014,1784464.91333334
GLOBAL ENTERPRISE TECHNOLOGIES CORP,2009,7847992.07
GLOBAL ENTERPRISE TECHNOLOGIES CORP,2010,7847992.07
GLOBAL ENTERPRISE TECHNOLOGIES CORP,2011,7847992.07
GLOBAL ENTERPRISE TECHNOLOGIES CORP,2012,7847992.07
GLOBAL ENTREPRISE TECHNOLOGIES CORP,2009,3950727.575
GLOBAL ENTREPRISE TECHNOLOGIES CORP,2010,6111180.6325
GLOBAL ENTREPRISE TECHNOLOGIES CORP,2011,6111180.6325
IBM CANADA,2008,276230.94666667
IBM CANADA,2009,276230.94666667
IBM CANADA,2010,390358.96666667
IBM CANADA,2011,278335.83
IBM CANADA,2012,278335.83
IBM CANADA,2013,374018.85
IBM CANADA,2014,408585.795
IBM CANADA,2015,19870.555
SAS INSTITUTE CANADA INC,2010,413807.1
SAS INSTITUTE CANADA INC,2011,1431436.125
SAS INSTITUTE CANADA INC,2012,1879430.175
SAS INSTITUTE CANADA INC,2013,1217983.35
SAS INSTITUTE CANADA INC,2014,609737.725
SAS INSTITUTE CANADA INC,2015,300314.125
SYBASE CANADA,2010,14496.47
SYBASE CANADA,2011,676123.6
SYBASE CANADA,2012,1051781.22
SYBASE CANADA,2013,418766.66
SYBASE CANADA,2014,18698.385
SYBASE CANADA,2015,9349.195
XEROX,2008,12392.0454166667
XEROX,2009,30506.30725
XEROX,2010,61076.8320277778
XEROX,2011,94525.7325277778
XEROX,2012,688476.167527785
XEROX,2013,300676.792583333
XEROX,2014,409263.87758333
XEROX,2015,378278.700999997
XEROX,2016,376093.222999997
XEROX,2017,376093.222999997
