vendor_normalized,effective_year,sum_yearly_value
CANADIAN CORPS OF COMMISSIONAIRES,2015,463950.23
CANADIAN CORPS OF COMMISSIONAIRES,2016,2808782.965
CANADIAN CORPS OF COMMISSIONAIRES,2017,5460803.31
INTERNATIONAL REPORTING AND TRANSCRIPTION,2013,197516.85142857
INTERNATIONAL REPORTING AND TRANSCRIPTION,2014,197516.85142857
INTERNATIONAL REPORTING AND TRANSCRIPTION,2015,197516.85142857
INTERNATIONAL REPORTING AND TRANSCRIPTION,2016,197516.85142857
INTERNATIONAL REPORTING AND TRANSCRIPTION,2017,197516.85142857
LIONBRIDGE,2016,1141250
LIONBRIDGE,2017,1341250
NATTIQ,2016,204722.1
NATTIQ,2017,291393.1
PATRY PROFESSIONAL,2016,324875
PATRY PROFESSIONAL,2017,324875
PURESPIRIT,2016,540291.77
PURESPIRIT,2017,12953.43
QUICK MESSENGER CHRISTPHER KERRIGAN,2016,169938.325
QUICK MESSENGER CHRISTPHER KERRIGAN,2017,169938.325
RICOH,2015,12712.5
RICOH,2016,455864.06666666
RICOH,2017,453433.43666666
SAMSON ASSOCIATES,2016,92434
SAMSON ASSOCIATES,2017,354144.5
SIMPLEX INDUSTRIES,2016,145992.895
SIMPLEX INDUSTRIES,2017,145992.895
