gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,20,20,0
TELUS CANADA,12,11,1
SOFTCHOICE,7,7,0
NORTHERN MICRO,5,5,0
JOHN MOORE CONTRUCTION MANAGEMENT,4,4,0
AVI SPL CANADA,3,3,0
COMPUCOM CANADA,3,3,0
BORDEN LADNER GERVAIS,3,2,1
ERGOCENTRIC SEATING SYSTEMS,3,3,0
THE MASHA KRUPP TRANSLATION GROUP,3,1,2
OTTAWA BUSINESS INTERIORS,3,3,0
ADVANCED CHIPPEWA TECHNOLOGIES,2,2,0
QMR,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
CMG OFFICE INTERIORS,2,2,0
LIONBRIDGE,2,2,0
FORESCOUT TECHNOLOGIES,2,2,0
RICOH,2,2,0
MOERAE SOLUTIONS MSICORP,2,2,0
GLOBAL FURNITURE GROUP,2,2,0
PURELOGIC,2,2,0
MISHKUMI TECHNOLOGIES,2,2,0
DAVIES WARD PHILLIPS VINEBERG,2,2,0
ENTRUST,1,1,0
EXCEL HUMAN RESOURCES,1,1,0
GLOBAL FUNITURE,1,1,0
GLOBAL INDUSTRIAL,1,1,0
GYVA,1,1,0
INFOTECH,1,1,0
INNOVATIVE BUSINESS INTERIORS,1,1,0
INTEGRA WORKS,1,1,0
INTERNICCA,1,1,0
ITEX,1,1,0
JOANNE MACPHERSON,1,1,0
LANGUAGE RESEARCH AND DEVELOPMENT GROUP,1,1,0
LEARNING TREE INTERNATIONAL,1,1,0
LENCZNER SLAGHT ROYCE SMITH GRIFFIN,1,1,0
LES TRADUCTIONS TESSIER SCC,1,1,0
MASHA KRUPP TRANSLATION GROUP,1,1,0
MAXSYS STAFFING CONSULTING,1,1,0
MICHEL BASTARACHE LAW,1,1,0
MURRAY D SEGAL PROFESSIONAL,1,1,0
NATTIQ,1,1,0
NUA OFFICE,1,1,0
ORACLE CANADA,1,1,0
OSLER HOSKINS AND HARCOURT,1,1,0
PROLOGIC SYSTEMS,1,1,0
PROLOGUE CONSULTANTS AND ASSOCIATES,1,1,0
PROLOGUE CONSULTANTS ASSSOCIATES,1,1,0
PURESPIRIT SOLUTIONS,1,1,0
QUEENS UNIVERSITY,1,1,0
RAYMOND CHABOT GRANT THORTON,1,1,0
RS CONTRUCTION AND CONTRACTING,1,1,0
SAMSON ASSOCIATES,1,1,0
SHRED IT,1,1,0
SYNERGY DATA CENTRES,1,1,0
TECNOLOGY INTEGRATION GROUP,1,1,0
TELECOM COMPUTER SERVICES,1,1,0
TERMINOTIX,1,1,0
TETYANA SUKHOMLINOVA,1,1,0
TJ5 TECHNOLOGIES,1,1,0
TRACKER SOFTWARE PRODUCTS,1,1,0
TURTLE ISLAND STAFFING,1,1,0
UNIVERSITY OF MONTREAL,1,1,0
VISIONTEC,1,1,0
VMWARE,1,1,0
WAJAX POWER SYSTEMS,1,1,0
WAREHOUSE EXPERT,1,1,0
WFS,1,1,0
ACCURATE SHELVING,1,1,0
WINDSTED,1,1,0
ARTWOODS,1,1,0
BIRD RICHARD,1,1,0
BLACKBERRY,1,1,0
BOEYENS COMMUNICATIONS,1,1,0
CANADA COUNCIL FOR THE ARTS,1,1,0
CAZA SAIKALEY,1,1,0
CHARLES ANTOINE ST JEAN,1,1,0
CONEXSYS,1,1,0
CONNEXSYS,1,1,0
CONNEXSYS COMMUNICATIONS,1,1,0
COOPERATIVE DU CEGEP MARE VICTORIN,1,1,0
CTC TRAIN CANADA,1,1,0
CYRIL LEEPER,1,1,0
DBDMK CONSULTANTS,1,1,0
DELOITTE AND TOUCHE,1,1,0
DENIS FERLAND,1,1,0
DONNA CONNA,1,1,0
DRUIDE,1,1,0
DUNCAN FRASER,1,1,0
EAVUSCAPE,1,1,0
EDELSON FRIEDMAN,1,1,0
EMINENT SYSTEMS,1,1,0
