gen_vendor_normalized,total_entries,total_contracts,total_amendments
QMR,6,4,2
MICROSOFT CANADA,3,3,0
ITEX,3,3,0
EXCEL HUMAN RESOURCES,3,3,0
COMMISSIONAIR ES OF OTTAWA,2,2,0
LEXISNEXIS,2,2,0
CORADIX TECHNOLOGY CONSULTING,2,2,0
FULLVIEW DESIGN,2,2,0
GARTNER,2,2,0
ANET SOLUTIONS,2,2,0
COMPUCOM CANADA,1,1,0
CONTRACT COMMUNITY,1,1,0
CONWAY BAXTER WILSON,1,1,0
COPEM,1,1,0
CSDC SYSTEMS,1,1,0
D2K,1,1,0
DARTEC,1,1,0
DAVID BARBOUR,1,1,0
DR ERIC LACOSTE,1,1,0
GOLDBLATT PARTNERS,1,1,0
HUMANSCALE CANADA,1,1,0
IMATICS,1,1,0
KAMALEONS,1,1,0
KNOWLEDGE CIRCLE,1,1,0
LARMEX,1,1,0
MY SIGNALCA,1,1,0
NELLIGAN OBRIEN PAYNE,1,1,0
NELLIGAN OBRIEN PAYNNE,1,1,0
NEXT TECHNOLOGY SYSTEMS,1,1,0
NORTHERN MICRO,1,1,0
ONLINE AUTHORITY,1,1,0
PITNEY BOWES,1,1,0
RYAN SMITH CREATIVE,1,1,0
RYAN SMITH DESIGN ASSOCIATES,1,1,0
SHRED IT,1,1,0
SOFTCHOICE,1,1,0
SSC,1,1,0
SYNERGY DATA CENTRES,1,1,0
TYCO,1,1,0
VEEAM ITEX,1,1,0
VMWARE,1,1,0
ACCES 2 NETWORKS,1,1,0
ZYCOM,1,1,0
ACCESS PRO PWGSC,1,1,0
ADVANCE BUSINESS INTERIORS,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
BRITESKY,1,1,0
CANADIAN CORPS OF COMMISSIONAIRES,1,1,0
CANON,1,1,0
CARON TRAINING CENTER,1,1,0
CEASE BAILIFF SEVICES,1,1,0
CEB,1,1,0
