vendor_normalized,sum_effective_value
IBM CANADA,2146346272.92125
BELL CANADA,1813043535.53231
TELUS CANADA,1150136186.99969
ROGERS,759082552.163211
MICROSOFT CANADA,748724545.326665
ZAYO CANADA,350876113.06375
COMPUTER ASSOCIATES CANADA,177225612.005
TERAMACH TECHNOLOGIES,165710322.029166
COMPUCOM CANADA,155486773.096667
UNISYS CANADA,131341918.248333
MTS ALLSTREAM,109872835.741972
TELESAT,88638062.5625
ONX ENTERPRISE SOLUTIONS,84295963.8849997
INMARSAT SOLUTIONS,81738556.8699996
ADVANCED CHIPPEWA TECHNOLOGIES,74411834.0213332
ITEX,73691212.5159848
HEWLETT PACKARD,70575490.4040211
NORTHERN MICRO,68265660.2266667
VMWARE,66364557.3766665
ORACLE CANADA,62890086.18
MICHAEL WAGER CONSULTING,58817329.3533333
STONEWORKS TECHNOLOGIES,57045702.9633334
NOVELL CANADA,56578446.87
PRICEWATERHOUSE COOPERS,50358510.0783333
DELL COMPUTER,49709994.5135003
MITEL,42470642.6249991
TEKSYSTEMS CANADA,39744455.5433333
CGI,36916041.0124999
DECISIVE TECHNOLOGIES,35080264.7166667
SYMANTEC,34806618.2433333
TELECOM COMPUTER SERVICES,34286748.06
CONEXSYS,33022107.58
MAPLESOFT CONSULTING,32228204.3225001
VERITAAQ TECHNOLOGY HOUSE,30997127.675
IPSS,30888087.01
IBISKA TELECOM,27445058.9033334
TES CONTRACT SERVICES,27309920.315
EAGLE PROFESSIONAL RESOURCES,26684092.88
COMPUGEN,25405058.8125758
ENTRUST,25356193.9300001
SASKTEL,25071147.8116667
COMBAT NETWORKS,24091678.5391667
HARRIS,23565777.1
ADRM TECHNOLOGY CONSULTING,23145829.075
SI SYSTEMS,23025149.1483332
ECLIPSYS SOLUTIONS,22496827.7663889
INSA,22486273
TRANSPOLAR TECHNOLOGY,21969629.4533332
TPG TECHNOLOGY CONSULTANTS,21874824.5133332
DALIAN ENTERPRISES,21461640.0566667
COMMVAULT SYSTEMS,20055503.215
CBCI TELECOM,18797141.748
MCAFEE INTERNATIONAL,17742242.59
BRAGG COMMUNICATIONS,16670280.9700008
VALCOM CONSULTING,16309092.8799999
2KEYS,15982858.5153333
CITRIX,15967390.765
SOFTCHOICE,15013351.4516666
SMA SOFTWARE AND,14440350.925
PURELOGIC,13957445.1575
NISHA TECHONOLOGIES,13017487.7690476
HITACHI DATA SYSTEMS,12818031.945
TRACK24 CANADA,12771645.8575
BDO CANADA,12048461.8
VERITAS TECHNOLOGIES,11762203.5
MICRO FOCUS CANADA,11589041.775
CANADIAN CORPS OF COMMISSIONAIRES,10655376.755
XEROX,10622465.6585715
CARAHSOFT TECHNOLOGY,10333939.06
DNR CONSULTING GROUP,10185883.14
BMC SOFTWARE CANADA,9709756.48000001
CLICK NETWORKS,9173914.32833334
ADGA GROUP,9139000
QUANTUM MANAGEMENT SERVICES,9130163.63
ADOBE,8473313.725
NORTHWESTEL,8078796.52142857
NAVPOINT CONSULTING GROUP,7951184.43666667
TITUS,7596421.34
MINDWIRE SYSTEMS,7575132.8766667
TRM TECHNOLOGIES,7240286.5025
GENERAL DYNAMICS,7185612.75
SAS INSTITUTE,6936842.38
ACCESS 2 NETWORKS,6856996.265
CISTEL TECHNOLOGY,6469396.83833333
DONNA CONA,6390827.40333334
TURTLE TECHNOLOGIES,6293437.94000001
CORADIX TECHNOLOGY CONSULTING,6292437.385
DT SECURE TECHNOLOGIES,5822532.195
TELEBEC SOCIETE EN COMMANDITE,5808818.11628572
THE CANADIAN CORPS OF,5496799.85
BLACKBERRY,5419741.53
ZENTRA,5350850.6
METOCEAN TELEMATICS,5287860.525
GLASSHOUSE SYSTEMS,5259974.19500002
ZYCOM,5215034.98083334
PRAGMATIC CONFERENCING,4917939.4133334
CISCO,4878360.72
CORNERSTONE GROUP OF COMPANIES,4793540.4
DELOITTE AND TOUCHE,4682893.405
GARTNER,4674714.665
