gen_vendor_normalized,total_entries,total_contracts,total_amendments
BELL CANADA,739,512,227
TERAMACH TECHNOLOGIES,614,505,109
TELUS CANADA,543,392,151
COMPUCOM CANADA,361,256,105
NORTHERN MICRO,350,301,49
IBM CANADA,341,225,116
MAPLESOFT CONSULTING,328,134,194
ADVANCED CHIPPEWA TECHNOLOGIES,317,222,95
CBCI TELECOM,279,236,43
ITEX,277,229,48
STONEWORKS TECHNOLOGIES,256,229,27
COMBAT NETWORKS,233,163,70
CONEXSYS,206,163,43
TELECOM COMPUTER SERVICES,178,159,19
HEWLETT PACKARD,172,106,66
TES CONTRACT SERVICES,167,54,113
DELL COMPUTER,165,129,36
SOFTCHOICE,164,128,36
DECISIVE TECHNOLOGIES,155,138,17
ONX ENTERPRISE SOLUTIONS,152,127,25
DALIAN ENTERPRISES,149,104,45
VMWARE,128,68,60
TRANSPOLAR TECHNOLOGY,125,92,33
ZAYO CANADA,124,98,26
ECLIPSYS SOLUTIONS,116,89,27
MTS ALLSTREAM,113,89,24
ADRM TECHNOLOGY CONSULTING,113,55,58
PURELOGIC,106,92,14
COMPUGEN,102,95,7
CDW CANADA,102,87,15
TRM TECHNOLOGIES,101,41,60
ASOKAN BUSINESS INTERIORS,100,78,22
IPSS,93,67,26
DNR CONSULTING GROUP,93,82,11
EXCEL HUMAN RESOURCES,85,51,34
RICOH,83,58,25
OPEN STORAGE SOLUTIONS,78,60,18
CANADIAN CORPS OF COMMISSIONAIRES,78,60,18
NISHA TECHONOLOGIES,75,53,22
ACCESS 2 NETWORKS,75,62,13
INTEGRA NETWORKS,74,62,12
TELESAT,73,23,50
IBISKA TELECOM,70,40,30
CITRIX,69,49,20
PRICEWATERHOUSE COOPERS,65,34,31
AVI SPL CANADA,65,61,4
ZYCOM,64,53,11
GENESIS INTEGRATION,64,53,11
ORACLE CANADA,63,49,14
MITEL,59,36,23
ROGERS,58,35,23
KONICA MINOLTA BUSINESS SOLUTIONS,57,21,36
SCALAR DECISIONS,57,49,8
MICROSOFT CANADA,54,32,22
TPG TECHNOLOGY CONSULTANTS,53,34,19
2KEYS,52,24,28
THE IT BROKER,51,41,10
ALTIS HUMAN RESOURCES,51,30,21
HITACHI DATA SYSTEMS,50,36,14
ENTRUST,49,33,16
EMPOWERED NETWORKS,49,39,10
NOVELL CANADA,48,28,20
MINDWIRE SYSTEMS,47,15,32
CLICK NETWORKS,45,40,5
CARAHSOFT TECHNOLOGY,41,38,3
TEKSYSTEMS CANADA,39,26,13
COMPUTER ASSOCIATES CANADA,37,23,14
PORTAGE PERSONNEL,37,18,19
GARTNER,37,33,4
IRON MOUNTAIN CANADA OPERATIONS,35,30,5
BMC SOFTWARE CANADA,34,23,11
VERITAAQ TECHNOLOGY HOUSE,32,15,17
MANPOWER SERVICES CANADA,32,15,17
GLASSHOUSE SYSTEMS,32,30,2
PROTAK CONSULTING GROUP,32,19,13
PROMAXIS,32,15,17
INSA,31,19,12
RANDSTAD,30,15,15
THE HERJAVEC GROUP,30,21,9
SYMANTEC,29,19,10
CISCO,29,23,6
TURTLE TECHNOLOGIES,29,11,18
THE CANADIAN CORPS OF,28,25,3
NORTHWESTEL,28,21,7
SI SYSTEMS,28,16,12
DELOITTE AND TOUCHE,27,18,9
SAS INSTITUTE,27,22,5
PRINTERS PLUS,27,18,9
CANON,26,20,6
KNOWLEDGE CIRCLE LEARNING SERVICES,26,20,6
3261620 CANADA OP CENTRE DE,25,20,5
THE CORPORATE EXECUTIVE BOARD,24,23,1
XEROX,24,16,8
BPM GOVERNMENT IM IT CONSULTING,24,12,12
SENSUS COMMUNICATION SOLUTIONS,24,20,4
1019837 ONTARIO,24,14,10
DILIGENS,23,17,6
APPLIED ELECTONICS,23,23,0
ANIXTER CANADA,23,22,1
PHASELOCK SYSTEMS INTERNATIONAL,23,18,5
DT SECURE TECHNOLOGIES,23,17,6
GLOBAL KNOWLEDGE NETWORK CANADA,22,17,5
SHI CANADA,22,19,3
UNISYS CANADA,22,11,11
MICHAEL WAGER CONSULTING,22,13,9
SASKTEL,22,12,10
FOXWISE TECHNOLOGIES,21,15,6
NOVA NETWORKS,21,17,4
QUANTUM MANAGEMENT SERVICES,21,15,6
ECOLE DE LANGUES ABCE ABCE,21,19,2
DLS TECHNOLOGY,21,18,3
THE AIM GROUP,20,10,10
QMR,20,15,5
TREND MICRO CANADA TECHNOLOGIES,20,15,5
NAVPOINT CONSULTING GROUP,20,7,13
3755479 CANADA,20,11,9
SAP,19,13,6
FAST FORWARD FRENCH,19,14,5
DONNA CONA,19,14,5
INSIGHT SOFTWARE CANADA,19,17,2
NWD SYSTEMS MONTREAL LES,18,15,3
INMARSAT SOLUTIONS,18,6,12
TUC MANAGED IT SOLUTIONS,18,15,3
HAWORTH,18,14,4
POTENCIA TECHNOLOGIES,18,13,5
LABOR TEK PERSONNEL SERVICES,18,10,8
EVALUATION PERSONNEL SELECTION,18,14,4
GIBRALTAR SOLUTIONS,18,13,5
BDO CANADA,18,11,7
ABI ADVANCED BUSINESS INTERIORS,17,16,1
MESSA COMPUTING,17,11,6
MAXSYS ENGINEERING SOLUTIONS,17,12,5
CORADIX TECHNOLOGY CONSULTING,17,8,9
CISTEL TECHNOLOGY,17,12,5
3 D DATACOMM,17,16,1
WILLS TRANSFER,16,14,2
THE KTL GROUP,16,10,6
BLACKBERRY,16,14,2
MISHKUMI TECHNOLOGIES,16,12,4
GENERAL DYNAMICS,16,15,1
AVOTUS,16,13,3
COMMVAULT SYSTEMS,15,6,9
BROOKFIELD ASSET MANAGEMENT,15,15,0
TIREE,15,7,8
LUMINA IT,15,8,7
CGI,15,9,6
SUDDEN SERVICE TECHNOLOGIES,14,8,6
ARDICOM DIGITAL COMMUNICATIONS,13,9,4
1092009 ONTARIO,13,6,7
THE HALIFAX GROUP,13,7,6
CONTRACT COMMUNITY,13,5,8
IAN MARTIN,13,7,6
EATON POWER QUALITY COMPANY,13,8,5
EAGLE PROFESSIONAL RESOURCES,13,3,10
IRON MOUNTAIN CANADA,13,10,3
METAFORE TECHNOLOGIES,12,10,2
QUEST SOFTWARE CANADA,12,10,2
FAST TRACK STAFFING,12,10,2
MAGOR COMMUNICATIONS,12,9,3
MVS SOLUTIONS,12,4,8
PROLOGIC SYSTEMS,12,6,6
ACTION PERSONNEL OF OTTAWA HULL,12,6,6
EVISION,12,6,6
OUTCOM SYSTEMS,12,10,2
RED SASH,11,7,4
LEVI RAY SHOUP,11,5,6
CALIAN,11,9,2
TRACK24 CANADA,11,4,7
SOFTWARE ENGINEERING OF AMERICA,11,9,2
COMPUTER TALK TECHNOLOGY,11,8,3
3852946 CANADA,11,5,6
GRAYBAR CANADA,11,10,1
OPENTEXT,10,8,2
TELEBEC SOCIETE EN COMMANDITE,10,7,3
ENTERPRISE RENT A CAR CANADA,10,6,4
PRISM DATA SERVICES,10,6,4
SYNCSORT,10,8,2
IDS SYSTEMS CONSULTANTS,10,9,1
KPMG,10,8,2
TAG HR THE ASSOCIATES GROUP,10,5,5
ADIRONDACK INFORMATION,10,7,3
ADECCO EMPLOYMENT SERVICES,10,6,4
EASTLINK,10,7,3
ZENTRA,10,7,3
DIYMONDE SOLUTIONS,10,6,4
ACADEMIE DE FORMATION LINGUISTIQUE,10,6,4
ATOS,9,5,4
WESCO DISTRIBUTION CANADA,9,8,1
TESTWORX,9,9,0
THALES,9,7,2
DANAHER CANADIAN HOLDINGS,9,6,3
INFORMATION BUILDERS CANADA,9,5,4
VALCOM CONSULTING,9,3,6
SUPERIOR HPC,9,6,3
SYSTEMSCOPE,9,4,5
HORIZANT,9,8,1
SOMOS,9,4,5
CHICAGO SOFT,9,4,5
DWP SOLUTIONS,9,8,1
SMA SOFTWARE AND,9,7,2
