vendor_normalized,sum_effective_value
POMERLEAU,7244895830.18973
BROOKFIELD ASSET MANAGEMENT,6359427134.57063
BELL CANADA,4841018219.07606
GENERAL DYNAMICS,3590348284.21954
IBM CANADA,2825745512.98742
D H PARTNERSHIP,2592489516.54525
IMP GROUP,2304412680.22651
TELUS CANADA,2222493887.12713
SNC LAVALIN,1710240643.72258
GLAXOSMITHKLINE,1557051916.69568
MICROSOFT CANADA,1514315593.15922
CANADIAN CORPS OF COMMISSIONAIRES,1389752359.1525
IRVING SHIPBUILDING,1359323275.37334
LOCKHEED MARTIN,1319376761.13896
CGI,1203257134.57142
UNITED STATES DEPARTMENT OF THE NAVY,1196395681.90718
MACDONALD DETTWILER AND ASSOCIATES,1168251407.21422
UNITED STATES DEPARTMENT OF THE ARMY,1052253823.90714
ROGERS,1042313346.58827
MTS ALLSTREAM,970844062.341601
RESOLVE,889663841.88
HEWLETT PACKARD,880279541.219321
CALIAN,793038213.438475
BABCOCK INTERNATIONAL GROUP,765245695.093333
PCL CONSTRUCTORS,758227785.168862
ORACLE CANADA,671862879.806449
ELLISDON,670045885.432834
CANADIAN BANK NOTE COMPANY,640727855.318476
THALES,620245241.993669
SKYLINK AVIATION,610328099.33
COSSETTE COMMUNICATIONS,605802608.928575
QUANTUM MANAGEMENT SERVICES,550120332.305004
SEASPAN VICTORIA SHIPYARDS,534410974.253334
IMPERIAL OIL,483582744.191491
VERITAAQ TECHNOLOGY HOUSE,463799678.857897
BELL TEXTRON HELICOPTER,438955872.381666
SIGNATURE SUR LE SAINT LAURENT,431519490.17142
NAVISTAR DEFENCE,427555138.9
VANCOUVER SHIPYARDS,413475788.258333
DEXTER CONSTRUCTION,391863197.28
FORD MOTOR COMPAMY,386575936.643333
RHEINMETALL,381318971.54792
IBISKA TELECOM,379209178.189723
MACDONALD DETWILLER AND ASSOCIATES,371096285.575
EXCEL HUMAN RESOURCES,363906428.237944
PRICEWATERHOUSE COOPERS,325515853.113333
SI SYSTEMS,324561597.103611
WEIR CANADA,323171381.84
LOGISTIK UNICORP,320944989.455
CANADIAN BASE OPERATORS,319171712.445
NORTHERN MICRO,316540576.094996
MAPLESOFT CONSULTING,311810616.3275
TELESAT,302160976.14255
MOTOROLA SOLUTIONS CANADA,298733326.131428
ADGA GROUP,296535488.450476
TERAMACH TECHNOLOGIES,271871174.335589
UNISYS CANADA,270862445.844667
NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT,267918795.946429
UNITED STATES DEPARTMENT OF THE AIR FORCE,264446845.399156
CONTEMPORARY SECURITY CANADA,261492541.94
NISHA TECHONOLOGIES,257432333.4
CAE,255057036.753333
DRS TECHNOLOGIES CANADA,251012592.663333
SAP,248706500.827976
RAYTHEON,248087175.268179
SIMEX DEFENCE,246593702.209442
FIRST DATA PAYMENTECH CANADA,246577777.777776
GENERAL MOTORS,245018073.929
ATCO,242590905.158507
MODIS CANADA,241480615.3845
ZAYO CANADA,230571239.136667
STANTEC,227113801.708676
EXPRESS SCRIPTS CANADA,222962349.953
CHEVRON,220086867.875
CORADIX TECHNOLOGY CONSULTING,215888497.775
ALTIS HUMAN RESOURCES,210384228.931611
SANOFI PASTEUR,208306829.54632
CHASE PAYMENTECH SOLUTIONS,198500000
HARRIS,196112166.241667
DONNA CONA,194593562.348667
VENTURE HEALTHCARE,185015090.07
COLLIERS PROJECT LEADERS,181926357.1305
HONEYWELL,178278107.324561
GRAHAM CONSTRUCTION,175935209.345
OKANAGAN AGGREGATES,173646743.22
SOFTCHOICE,172179690.621334
MAPLE REINDERS CONSTRUCTORS,171400266.025
MINDWIRE SYSTEMS,171129399.072889
SYSTEMATIX SOLUTIONS,169214436.669999
IRVING OIL,165237408.676667
DELOITTE AND TOUCHE,163260437.167833
RANDSTAD,161636003.927
MERCK FROSST,161488495.774
SHELL CANADA PRODUCTS,161340836.431667
IT NET CONSULTANTS,160983762.0525
ACCENTURE,160631014.450002
DELL COMPUTER,159988134.040285
VALCOM CONSULTING,159494694.897738
VMWARE,155255939.913333
CA CANADA COMPANY,142222394.713335
