vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2008,27388245.68
BELL CANADA,2009,26547177.37
BELL CANADA,2010,24209970.92
BELL CANADA,2011,39847372.63
BELL CANADA,2012,14093514.33
BELL CANADA,2013,9262300.49
BELL CANADA,2014,276120.34
BELL CANADA,2015,2655.82
CANADIAN CORPS OF COMMISSIONAIRES,2008,7514597.72
CANADIAN CORPS OF COMMISSIONAIRES,2009,15544081.02
CANADIAN CORPS OF COMMISSIONAIRES,2010,15152560.98
CANADIAN CORPS OF COMMISSIONAIRES,2011,12487898.98
CANADIAN CORPS OF COMMISSIONAIRES,2012,12019609.98
CANADIAN CORPS OF COMMISSIONAIRES,2013,6206888.67
CANADIAN CORPS OF COMMISSIONAIRES,2014,6366220.57
CANADIAN CORPS OF COMMISSIONAIRES,2015,12193513.91
CANADIAN CORPS OF COMMISSIONAIRES,2016,8566693.41
CANADIAN CORPS OF COMMISSIONAIRES,2017,8598545.25
CGI,2008,39788150.77
CGI,2009,62071139.94
CGI,2010,65199787.32
CGI,2011,32622881.12
CGI,2012,159603.79
CGI,2013,29515.89
COMPUGEN,2008,15127677.92
COMPUGEN,2009,13721355.35
COMPUGEN,2010,12868653.77
COMPUGEN,2011,20494979.40
COMPUGEN,2012,2696560.72
COMPUGEN,2013,7115565.00
COMPUGEN,2014,1023368.14
COMPUGEN,2015,2794260.20
COMPUGEN,2016,712775.68
COMPUGEN,2017,723867.91
HEWLETT PACKARD,2008,15325882.68
HEWLETT PACKARD,2009,18134152.87
HEWLETT PACKARD,2010,6243103.69
HEWLETT PACKARD,2011,10192049.78
HEWLETT PACKARD,2012,1614508.25
HEWLETT PACKARD,2013,790751.30
HEWLETT PACKARD,2014,275694.10
HEWLETT PACKARD,2015,271423.62
HEWLETT PACKARD,2017,3086932.54
IBM CANADA,2008,72663051.34
IBM CANADA,2009,-4604882.60
IBM CANADA,2010,32380330.44
IBM CANADA,2011,159578387.70
IBM CANADA,2012,32081811.49
IBM CANADA,2013,18728442.63
IBM CANADA,2014,18857915.72
IBM CANADA,2015,18863323.58
IBM CANADA,2016,5614829.84
IBM CANADA,2017,5470496.34
MODIS CANADA,2011,3783871.48
MODIS CANADA,2012,5496923.56
MODIS CANADA,2013,6958364.10
MODIS CANADA,2014,7241856.72
MODIS CANADA,2015,7616887.69
MODIS CANADA,2016,8602252.86
MODIS CANADA,2017,12702079.35
RANDSTAD,2008,54364.64
RANDSTAD,2009,264710.25
RANDSTAD,2011,3287230.25
RANDSTAD,2012,6613170.74
RANDSTAD,2013,9134936.61
RANDSTAD,2014,9825896.32
RANDSTAD,2015,11001521.32
RANDSTAD,2016,16067228.56
RANDSTAD,2017,15816137.30
TOTAL CREDIT RECOVERY,2008,14787422.58
TOTAL CREDIT RECOVERY,2009,15787422.58
TOTAL CREDIT RECOVERY,2010,15787422.58
VERITAAQ TECHNOLOGY HOUSE,2011,13415827.42
VERITAAQ TECHNOLOGY HOUSE,2012,18826980.86
VERITAAQ TECHNOLOGY HOUSE,2013,19463863.70
VERITAAQ TECHNOLOGY HOUSE,2014,16105495.36
VERITAAQ TECHNOLOGY HOUSE,2015,18140196.15
VERITAAQ TECHNOLOGY HOUSE,2016,20150084.90
VERITAAQ TECHNOLOGY HOUSE,2017,22404243.67
