vendor_normalized,effective_year,sum_yearly_value
ADVANCED CHIPPEWA TECHNOLOGIES,2014,27203.085
ADVANCED CHIPPEWA TECHNOLOGIES,2015,595516.41
ADVANCED CHIPPEWA TECHNOLOGIES,2016,310902.345
ADVANCED CHIPPEWA TECHNOLOGIES,2017,644445.555
CANADIAN CORPS OF COMMISSIONAIRES,2013,823578.42
CANADIAN CORPS OF COMMISSIONAIRES,2014,1708976.53
CANADIAN CORPS OF COMMISSIONAIRES,2015,885398.11
CANADIAN CORPS OF COMMISSIONAIRES,2016,926981.625
CANADIAN CORPS OF COMMISSIONAIRES,2017,1913526.035
CEV,2013,1206962.4
CEV,2017,92298.48
COMMISSIONNAIRES,2015,904336.875
COMMISSIONNAIRES,2016,904336.875
EXCEL HUMAN RESOURCES,2012,4240.925
EXCEL HUMAN RESOURCES,2013,172091.535
EXCEL HUMAN RESOURCES,2014,168968.98
EXCEL HUMAN RESOURCES,2015,407952.945
EXCEL HUMAN RESOURCES,2016,327194.435
EXCEL HUMAN RESOURCES,2017,47914.92
IT NET CONSULTANTS,2013,412232.14
IT NET CONSULTANTS,2014,540836.9725
IT NET CONSULTANTS,2015,436486.9125
IT NET CONSULTANTS,2016,148837.5
IT NET CONSULTANTS,2017,212720.72
MICROSOFT CANADA,2010,648770.416
MICROSOFT CANADA,2011,648770.416
MICROSOFT CANADA,2012,648770.416
MICROSOFT CANADA,2013,731825.916
MICROSOFT CANADA,2014,973834.816
MICROSOFT CANADA,2015,324191.363333333
MICROSOFT CANADA,2016,325671.618333333
MICROSOFT CANADA,2017,223056.428333333
MOBILSHRED RECALL,2014,1902917.74
MOBILSHRED RECALL,2015,32746.88
MODIS CANADA,2012,80136.83
MODIS CANADA,2013,167000.33
MODIS CANADA,2014,314201.78
MODIS CANADA,2015,385750.05
MODIS CANADA,2016,567353.85
MODIS CANADA,2017,366384.34
TIREE,2014,77486.925
TIREE,2015,38743.4675
TIREE,2016,1314003.2235
TIREE,2017,1300006.756
