vendor_normalized,effective_year,sum_yearly_value
ANTHONY MACAULEY ASSOCIATES VICTORIA,2008,150868.04
ANTHONY MACAULEY ASSOCIATES VICTORIA,2009,109374.08
ANTHONY MACAULEY ASSOCIATES VICTORIA,2010,109997.4
ANTHONY MACAULEY ASSOCIATES VICTORIA,2011,109997.4
ANTHONY MACAULEY ASSOCIATES VICTORIA,2012,248331.875
ANTHONY MACAULEY ASSOCIATES VICTORIA,2013,253496.855
ANTHONY MACAULEY ASSOCIATES VICTORIA,2014,238630.35
ANTHONY MACAULEY ASSOCIATES VICTORIA,2015,239170.55
ANTHONY MACAULEY ASSOCIATES VICTORIA,2016,155773.565
ANTHONY MACAULEY ASSOCIATES VICTORIA,2017,159873.925
AV BRUCE ASSOCIATES,2008,42905
AV BRUCE ASSOCIATES,2009,80682
AV BRUCE ASSOCIATES,2010,154584
AV BRUCE ASSOCIATES,2011,106979.925
AV BRUCE ASSOCIATES,2012,110313.7075
AV BRUCE ASSOCIATES,2013,163432.1825
AV BRUCE ASSOCIATES,2014,173138.6
AV BRUCE ASSOCIATES,2015,48010.875
AV BRUCE ASSOCIATES,2016,58055.75
AV BRUCE ASSOCIATES,2017,79028
EAGLESPIRIT MARKETING,2008,169170.04
EAGLESPIRIT MARKETING,2009,174261.82
EAGLESPIRIT MARKETING,2010,142835.695
EAGLESPIRIT MARKETING,2011,124325.175
EAGLESPIRIT MARKETING,2012,112378.1
EAGLESPIRIT MARKETING,2013,167276.52
FERENCE WEICKER COMPANY,2009,92777.5
FERENCE WEICKER COMPANY,2010,92777.5
FERENCE WEICKER COMPANY,2012,24408
FERENCE WEICKER COMPANY,2013,124865
FERENCE WEICKER COMPANY,2014,73732.5
FERENCE WEICKER COMPANY,2015,73732.5
IMP GROUP,2008,181659.99
IMP GROUP,2009,128851.74
IMP GROUP,2010,93147.02
IMP GROUP,2011,36822.84
IMP GROUP,2012,93683.47
IMP GROUP,2013,57675.075
IMP GROUP,2014,57675.075
MICROSOFT CANADA,2008,59212
MICROSOFT CANADA,2009,1178063.9375
MICROSOFT CANADA,2010,319371.2875
MICROSOFT CANADA,2011,823313.40166667
MICROSOFT CANADA,2012,374548.59166667
MICROSOFT CANADA,2013,437701.46666667
MICROSOFT CANADA,2014,120782.875
MICROSOFT CANADA,2015,57630
MICROSOFT CANADA,2016,57630
MICROSOFT CANADA,2017,115260
ORACLE CANADA,2008,57569.995
ORACLE CANADA,2009,58181.67
ORACLE CANADA,2010,89318.655
ORACLE CANADA,2011,121073.73
ORACLE CANADA,2012,62358.93
ORACLE CANADA,2013,63606.11
ORACLE CANADA,2014,32439.12
ORACLE CANADA,2015,65527.02
ORACLE CANADA,2016,100588.41
ORACLE CANADA,2017,35993.79
PERFORMANCE MANAGEMENT NETWORK,2008,294529.39
PERFORMANCE MANAGEMENT NETWORK,2009,242813.75
PERFORMANCE MANAGEMENT NETWORK,2010,92925
PERFORMANCE MANAGEMENT NETWORK,2011,12430
PERFORMANCE MANAGEMENT NETWORK,2012,62150
PERFORMANCE MANAGEMENT NETWORK,2014,24152.5
PRIORITY PERSONNEL,2008,27006.76
PRIORITY PERSONNEL,2009,143245.235
PRIORITY PERSONNEL,2010,202172.155
PRIORITY PERSONNEL,2011,25653.62
PRIORITY PERSONNEL,2012,49404.825
PRIORITY PERSONNEL,2013,110894.57
PRIORITY PERSONNEL,2014,170890.295
PRIORITY PERSONNEL,2015,46612.445
PRIORITY PERSONNEL,2016,82902.805
PRIORITY PERSONNEL,2017,49093.03
SKYRIDGE SYSTEMS,2008,84750
SKYRIDGE SYSTEMS,2009,37290
SKYRIDGE SYSTEMS,2010,149160
SKYRIDGE SYSTEMS,2011,188145
SKYRIDGE SYSTEMS,2012,178732.1
SKYRIDGE SYSTEMS,2013,111553.6
SKYRIDGE SYSTEMS,2014,221932
SKYRIDGE SYSTEMS,2015,170856
SKYRIDGE SYSTEMS,2016,175361
SKYRIDGE SYSTEMS,2017,120922.5
