gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ARI FINANCIAL SERVICES,2008,2,1,1
ARI FINANCIAL SERVICES,2009,6,5,1
ARI FINANCIAL SERVICES,2010,2,1,1
ARI FINANCIAL SERVICES,2011,1,1,0
ARI FINANCIAL SERVICES,2012,2,2,0
ARI FINANCIAL SERVICES,2013,1,1,0
ARI FINANCIAL SERVICES,2014,5,5,0
A V BRUCE & ASSOCIATES,2008,2,2,0
A V BRUCE & ASSOCIATES,2009,3,2,1
A V BRUCE & ASSOCIATES,2010,6,5,1
A V BRUCE & ASSOCIATES,2011,4,2,2
A V BRUCE & ASSOCIATES,2012,5,2,3
A V BRUCE & ASSOCIATES,2013,2,1,1
A V BRUCE & ASSOCIATES,2014,3,3,0
A V BRUCE & ASSOCIATES,2015,1,0,1
A V BRUCE & ASSOCIATES,2016,4,2,2
A V BRUCE & ASSOCIATES,2017,4,2,2
CANON,2008,3,2,1
CANON,2009,4,3,1
CANON,2010,3,2,1
CANON,2012,1,1,0
CANON,2013,2,2,0
CANON,2014,4,4,0
CANON,2015,1,1,0
CANON,2016,1,1,0
CANON,2017,3,3,0
EAGLESPIRIT MARKETING,2008,7,7,0
EAGLESPIRIT MARKETING,2009,8,8,0
EAGLESPIRIT MARKETING,2010,4,4,0
EAGLESPIRIT MARKETING,2011,2,2,0
EAGLESPIRIT MARKETING,2012,2,2,0
IMP GROUP,2008,4,3,1
IMP GROUP,2009,4,4,0
IMP GROUP,2010,5,5,0
IMP GROUP,2011,2,2,0
IMP GROUP,2013,2,1,1
KELLY SERVICES CANADA,2009,7,6,1
KELLY SERVICES CANADA,2010,8,6,2
KELLY SERVICES CANADA,2014,1,1,0
KELLY SERVICES CANADA,2015,2,2,0
KELLY SERVICES CANADA,2016,2,1,1
PRIORITY PERSONNEL,2008,2,2,0
PRIORITY PERSONNEL,2009,21,15,6
PRIORITY PERSONNEL,2010,11,5,6
PRIORITY PERSONNEL,2011,2,1,1
PRIORITY PERSONNEL,2012,4,2,2
PRIORITY PERSONNEL,2013,7,6,1
PRIORITY PERSONNEL,2014,7,3,4
PRIORITY PERSONNEL,2015,4,3,1
PRIORITY PERSONNEL,2016,2,1,1
PRIORITY PERSONNEL,2017,2,1,1
SHARP ELECTRONICS,2008,1,1,0
SHARP ELECTRONICS,2009,2,2,0
SHARP ELECTRONICS,2012,1,1,0
SHARP ELECTRONICS,2013,2,2,0
SHARP ELECTRONICS,2014,6,6,0
SHARP ELECTRONICS,2015,2,2,0
SHARP ELECTRONICS,2017,1,1,0
SKYRIDGE SYSTEMS,2008,1,1,0
SKYRIDGE SYSTEMS,2009,2,2,0
SKYRIDGE SYSTEMS,2010,2,2,0
SKYRIDGE SYSTEMS,2011,2,2,0
SKYRIDGE SYSTEMS,2012,1,1,0
SKYRIDGE SYSTEMS,2013,4,3,1
SKYRIDGE SYSTEMS,2014,3,3,0
SKYRIDGE SYSTEMS,2015,2,2,0
SKYRIDGE SYSTEMS,2016,3,3,0
SKYRIDGE SYSTEMS,2017,3,2,1
SOFTCHOICE,2008,4,4,0
SOFTCHOICE,2010,1,1,0
SOFTCHOICE,2011,2,2,0
SOFTCHOICE,2012,4,4,0
SOFTCHOICE,2015,1,1,0
SOFTCHOICE,2016,1,1,0
SOFTCHOICE,2017,3,3,0
