gen_vendor_normalized,total_entries,total_contracts,total_amendments
YINGST BARTEL ADR,4,4,0
BELL CANADA,3,3,0
BENNETT DAVID LLB,3,3,0
OTUS GROUP,2,2,0
DENTONS CANADA,2,1,1
ADR OTTAWA,2,2,0
LEAN AGILITY,1,1,0
ACTION PERSONNEL OF OTTAWA HULL,1,1,0
MEDIUMCUBE,1,1,0
MIKE BLOCK CONSULTING,1,1,0
NASHEL MANAGEMENT,1,1,0
NISHA TECHONOLOGIES,1,1,0
NORTHERN MICRO,1,1,0
PRICEWATERHOUSE COOPERS,1,1,0
SOFTCHOICE,1,1,0
THE ACCESS INFORMATION AGENCY,1,1,0
WEBDRIVE CANADA,1,1,0
MAPLESOFT CONSULTING,1,1,0
BRYMARK PROMOTIONS,1,1,0
DELOITTE AND TOUCHE,1,1,0
ERNST YOUNG,1,1,0
GOSS GILROY,1,1,0
GROUPE INTERSOL GROUP,1,1,0
