vendor_normalized,effective_year,sum_yearly_value
BREMNER ENGINEERING AND,2009,11503697.63
BREMNER ENGINEERING AND,2010,11503697.63
BUCKLAND TAYLOR,2008,24675
BUCKLAND TAYLOR,2011,2567373.97
BUCKLAND TAYLOR,2012,4347244.93
BUCKLAND TAYLOR,2013,3680904.56833333
BUCKLAND TAYLOR,2014,2970399.63833333
BUCKLAND TAYLOR,2015,3540294.62166667
BUCKLAND TAYLOR,2016,4239727.70666667
BUCKLAND TAYLOR,2017,1594184.025
CARMACKS ENTERPRISES,2017,28480705.38
DAWSON CONSTRUCTION,2009,34481603.74
DAWSON CONSTRUCTION,2010,21292270.24
DAWSON CONSTRUCTION,2011,6207825
DAWSON CONSTRUCTION,2012,1783673.5
DAWSON CONSTRUCTION,2013,4053911.2
DAWSON CONSTRUCTION,2014,3660528.7
DAWSON CONSTRUCTION,2015,3959555.83
DAWSON CONSTRUCTION,2016,11208223.89
DAWSON CONSTRUCTION,2017,11466659.875
INTEROUTE CONSTRUCTION,2009,3144750
INTEROUTE CONSTRUCTION,2010,2994630.25
INTEROUTE CONSTRUCTION,2011,55045
INTEROUTE CONSTRUCTION,2012,294422.24
INTEROUTE CONSTRUCTION,2014,4234240.5
INTEROUTE CONSTRUCTION,2015,23539095.39
INTEROUTE CONSTRUCTION,2016,5781872.99
INTEROUTE CONSTRUCTION,2017,9169897.21
MARINE CONTRACTORS,2016,2593065.215
MARINE CONTRACTORS,2017,22183270.095
MCELHANNEY ASSOCIATES,2008,101125.5
MCELHANNEY ASSOCIATES,2009,1090504.17
MCELHANNEY ASSOCIATES,2010,2025200
MCELHANNEY ASSOCIATES,2011,4095384.725
MCELHANNEY ASSOCIATES,2012,3131565.5
MCELHANNEY ASSOCIATES,2013,2712503.15
MCELHANNEY ASSOCIATES,2014,4835328.75
MCELHANNEY ASSOCIATES,2015,10007813.655
MCELHANNEY ASSOCIATES,2016,15802974.31
MCELHANNEY ASSOCIATES,2017,13795274.966875
OKANAGAN AGGREGATES,2008,9766239.86
OKANAGAN AGGREGATES,2009,5107063.5
OKANAGAN AGGREGATES,2010,17537700.6
OKANAGAN AGGREGATES,2011,22423111.72
OKANAGAN AGGREGATES,2012,7126855.9
OKANAGAN AGGREGATES,2013,4962475.875
OKANAGAN AGGREGATES,2014,7248648.81
OKANAGAN AGGREGATES,2015,30614160.035
OKANAGAN AGGREGATES,2016,55473216.115
OKANAGAN AGGREGATES,2017,13280470.805
STANTEC,2011,331210
STANTEC,2012,80618.485
STANTEC,2013,1752406.36
STANTEC,2014,2426565.045
STANTEC,2015,7993274.53166667
STANTEC,2016,5548388.26616667
STANTEC,2017,9819653.90699999
WSP,2008,104940
WSP,2009,132452.78
WSP,2010,60191.52
WSP,2013,41681.465
WSP,2014,1938985.73
WSP,2015,6289499.81633333
WSP,2016,9598350.14211112
WSP,2017,12433764.6176111
