vendor_normalized,sum_effective_value
OKANAGAN AGGREGATES,141734541.365
DAWSON CONSTRUCTION,85907984.185
MCELHANNEY ASSOCIATES,60364582.2400001
INTEROUTE CONSTRUCTION,53322503.36
POTZUS PAVING ROAD MAINTENANCE,34544151.9
STANTEC,29577315.35
EMIL ANDERSON CONSTRUCTION,28381957.825
WSP,28230695.5588889
BUCKLAND TAYLOR,25232516.9333333
METRO PAVING AND ROAD BUILDING,21636094.73
INNOVATIVE CIVIL CONSTRUCTORS,19013800.42
CARMACKS ENTERPRISES,18987136.92
DEXTER CONSTRUCTION,18031164.04
ENSEIGNES PATTISON SIGN GROUP,16337133.73
SANI SABLE LB,15671502.11
GOLDER ASSOCIATES,15022743.035
9283781 CANADA,14899483.83
YOURTECA,14748112.3775
CWP CONSTRUCTORS,14740658.335
MUSTANG HELICOPTERS,14293038.225
MARINE CONTRACTORS,14286454.04
AECOM,13613971.2416667
MORGAN CONSTRUCTION AND ENVIRONMENT,13312054.14
EUROVIA QUACBEC CONSTRUCTION,13267723.335
EBA ENGINEERING CONSULTANTS,12975163.67
CARTER INDUSTRIES,12805283.4
BELVEDERE PLACE CONTRACTING,12785782.8
BIGHORN CONSTRUCTION 2005,12675217.875
ZUTPHEN CONTRACTOR,12478407.185
PETERS CONSTRUCTION,12291006.1733333
FORD MOTOR COMPAMY,11958412.245
EIFFAGE INNOVATIVE CANADA,11850767.51
ALL SERVICES,11775695.905
MAX HELMER CONSTRUCTION,11511594.76
BREMNER ENGINEERING AND,11503697.63
COSSETTE COMMUNICATIONS,10968858.04
ALPINE HELICOPTERS,10930997.05
GULF OF GEORGIA CANNERY SOCIETY,10397004.4533333
GENERAL MOTORS,9749885.865
CANADIAN CORPS OF COMMISSIONAIRES,9287652.325
JMB CRUSHING SYSTEMS,9129834
BERGEVIN ELECTRICAL CONTRACTING,9004096.37
PORTER TANNER ASSOCIATES,8820486.17
WILCO CONTRACTORS SOUTHWEST,8760862.8133333
CONSTRUCTION DIMCO,8721991.23
EXCEL HUMAN RESOURCES,8360443.90666667
KAE WEST CONTRACTING O A LINK,8356609.76
KAYWAY INDUSTRIES,8194196.6
TETRA TECH EBA,8183926.34
JOHNSONS CONSTRUCTION,7966994.755
ENTREPRISE CLAVEAU,7779539.54
STRILKIWSKI CONTRACTING JV,7656035.32
E CONSTRUCTION,7462465.75
NITRO CONSTRUCTION,7416589.56
ALLAN CONSTRUCTION,7233621.69
BB HEAVY CIVIL CONSTRUCTION,7154898.14
GEMTEC,6983032.0425
CRUICKSHANK CONSTRUCTION,6862127.795
NATIONAL STRUCTURES 2011,6205098.34
VALLEY BLACKTOP,6136939.95
TRAINOR MECHANICAL CONTRACTORS,6136031.48
COWI NORTH AMERICA,5944661.625
FLOYDS CONSTRUCTION,5912207.025
PIONEER CONSTRUCTION,5904595.8633333
SNC LAVALIN,5897873.44333333
AECON TRANSPORTATION WEST,5774951.6
HARBOURSIDE ENGINEERING CONSULTANTS,5665610.09333337
FORT GARRY INDUSTRIES,5622179.23
CEGERCO,5574617.51
EMERION,5459214.21166666
MICROSOFT CANADA,5445847.74
CRANDALL ENGINEERING,5361411.1675
BLUEWAVE ENERGY,5291447.18
HIGHFIELD CONSTRUCTION,5175836.07
SIGNAUX EVAN SIGNALS,5105127.58
VECTOR CONSTRUCTION,5074303.5
JASPER CONCRETE,5046537.18
HIGH FIDELITY HDTV MEDIA,4987500
OSKAR CONSTRUCTION,4846318.78
EUROVIA QUEBEC CONSTRUCTION,4828032.095
JACOB BROS CONSTRUCTIONS,4766212.5
MARITIME FENCE,4753164.93
QUOREX CONSTRUCTION SERVICES,4735124.1
MARTECH ELECTRICAL SYSTEMS,4673593.1175
BROOKS ASPHALT AGGREGATE,4660740.47
NEDS CREEK BLASTING,4634276.95
CONSTRUCTION LFG,4623097.855
4REFUEL CANADA,4594781.915
ASSOCIATED ENGINEERING ALBERTA,4574998.36333333
HAUL ALL EQUIPMENT,4447823.065
IMPERIAL OIL,4422663.4
HUSKY OIL MARKETING,4418322.96
MASKIMO CONSTRUCTION,4393391.01
BRYCON CONSTRUCTION,4334895.12
BARR ENGINEERING AND ENVIRONMENTAL,4204305
G E CONTRACTING,4160866.7
GROUPE ANERGIE BDL,4087133.38
ALVA CONSTRUCTION,4072697.41
MOUNTAIN ROCK STABILIZATION,3987514.45
IRONCLAD EARTHWORKS,3980130.08000001
