gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2008,5,5,0
ALTIS HUMAN RESOURCES,2009,3,2,1
ALTIS HUMAN RESOURCES,2011,1,1,0
ALTIS HUMAN RESOURCES,2013,1,1,0
ALTIS HUMAN RESOURCES,2014,1,1,0
ALTIS HUMAN RESOURCES,2016,2,2,0
ARTEMP PERSONNEL SERVICES,2009,3,3,0
ARTEMP PERSONNEL SERVICES,2010,1,0,1
ARTEMP PERSONNEL SERVICES,2012,1,1,0
ARTEMP PERSONNEL SERVICES,2013,4,3,1
CEDROM-SNI,2011,1,1,0
CEDROM-SNI,2012,1,1,0
CEDROM-SNI,2013,1,1,0
CEDROM-SNI,2014,1,1,0
CEDROM-SNI,2015,1,1,0
CEDROM-SNI,2016,1,1,0
CEDROM-SNI,2017,1,1,0
CHASE OFFICE INTERIORS,2008,4,4,0
CHASE OFFICE INTERIORS,2009,2,2,0
CHASE OFFICE INTERIORS,2010,1,1,0
CNW GROUP,2008,2,2,0
CNW GROUP,2009,2,2,0
CNW GROUP,2010,1,1,0
CNW GROUP,2011,1,1,0
CNW GROUP,2012,1,1,0
CNW GROUP,2013,1,1,0
CNW GROUP,2014,1,1,0
CNW GROUP,2015,1,1,0
ESRI,2008,2,2,0
ESRI,2009,2,2,0
ESRI,2010,1,1,0
ESRI,2011,1,1,0
ESRI,2012,2,2,0
ESRI,2013,2,2,0
ESRI,2014,2,1,1
ESRI,2015,1,1,0
ESRI,2016,1,1,0
ESRI,2017,1,1,0
EXCEL HUMAN RESOURCES,2008,8,8,0
EXCEL HUMAN RESOURCES,2009,6,2,4
EXCEL HUMAN RESOURCES,2010,2,1,1
EXCEL HUMAN RESOURCES,2011,1,1,0
EXCEL HUMAN RESOURCES,2012,1,1,0
EXCEL HUMAN RESOURCES,2013,4,2,2
EXCEL HUMAN RESOURCES,2014,1,0,1
PHASELOCK SYSTEMS INTERNATIONAL,2010,3,3,0
PHASELOCK SYSTEMS INTERNATIONAL,2011,1,1,0
PHASELOCK SYSTEMS INTERNATIONAL,2012,2,2,0
PHASELOCK SYSTEMS INTERNATIONAL,2014,1,1,0
TOTEM OFFISOURCE,2016,6,6,0
TOTEM OFFISOURCE,2017,5,5,0
XEROX,2008,9,9,0
XEROX,2009,4,4,0
XEROX,2010,1,1,0
XEROX,2011,1,1,0
XEROX,2012,2,1,1
XEROX,2013,13,8,5
XEROX,2014,2,2,0
XEROX,2016,5,4,1
