gen_vendor_normalized,total_entries,total_contracts,total_amendments
ONTARIO DENTAL ASSOCIATION,20,9,11
CALIAN,13,9,4
IMPERIAL OIL,10,10,0
KONICA MINOLTA BUSINESS EQUIPMENT,5,5,0
SUBARU CANADA,5,5,0
ABBOTT,4,3,1
NUHMAYKOOS PIMETEH,4,1,3
COLLIERS PROJECT LEADERS,3,2,1
EXCEL HUMAN RESOURCES,3,3,0
FIRST PEOPLES GROUP,2,1,1
ARTEMP PERSONNEL SERVICES,2,2,0
NORTHERN MICRO,2,2,0
THE STEVENS COMPANY,2,2,0
CHERYL CYR,2,2,0
QUANTUM MANAGEMENT SERVICES,2,2,0
KRUEGER DECOR,2,1,1
3D DATACOMM,2,2,0
ALS CANADA,2,2,0
HENRY SCHEIN CANADA,2,2,0
CARDINAL HEALTH CANADA,2,2,0
MAXSYS STAFFING AND CONSULTING,2,1,1
QMR,2,1,1
IRON MOUNTAIN CANADA,2,2,0
AIRCO AIRCRAFT CHARTERS,2,2,0
FERNO CANADA,2,2,0
EBSCO CANADA,1,1,0
ECOLE DE LANGUES ABCE,1,1,0
ECOLE DE LANGUES EAGLE,1,1,0
ELISA LEVI,1,1,0
EUROFINS ENVIRONMENT TESTING,1,1,0
EVALUATION PERSONNEL,1,1,0
FERENCE COMPANY CONSULTING,1,1,0
FISHER SCIENTIFIC COMPANY,1,1,0
FOXWISE TECHNOLOGIES,1,1,0
FUNCTIONAL REHABILITATION,1,1,0
GENERAL ELECTRIC CANADA,1,1,0
HEEL YOUR SOLE FOOT CARE,1,1,0
HYUNDAI AUTO CANADA,1,1,0
IDEXX LABORATORIES CANADA,1,1,0
INTEGRA NETWORKS,1,1,0
ISHKONIGAN,1,1,0
JAMES DUNN,1,1,0
JONATHAN BRITTON,1,1,0
JUDY ZETARUK DR,1,1,0
KEEWAYTINOOK OKIMAKANAK,1,1,0
KPMG,1,1,0
LABOR TEK PERSONNEL SERVICES,1,1,0
LITTLE RED RIVER CREE NATION,1,1,0
LIVING TAPESTRIES,1,1,0
MANPOWER CORE,1,1,0
MASHA KRUPP TRANSLATION,1,1,0
MIDMARK,1,1,0
MNP,1,1,0
NEAR NORTH LABORATORIES,1,1,0
NUH MAH KOOS PIMETEH,1,1,0
PAL PLASTICS,1,1,0
PHILIPS ELECTRONICS,1,1,0
PLEIAD CANADA,1,1,0
PRICEWATERHOUSE COOPERS,1,1,0
PRIORITY MANAGEMENT,1,1,0
PRIORITY RESTORATION SERVICES LITD,1,1,0
PSYCHOLOGUES CONSULTANTS Y2,1,1,0
QUINTET CONSULTING,1,1,0
RANDSTAD,1,1,0
RFP SOLUTIONS,1,1,0
RICOH,1,1,0
ROBERTSON COMPANY,1,1,0
RS IT CONSULTING,1,1,0
RUSSELL HENDRIX,1,1,0
SENSORYBOUND COUNSELLING,1,1,0
SHACHTAY SALES SERVICE,1,1,0
SIEMENS,1,1,0
SINCLAIR DENTAL COMPANY,1,1,0
SKYCARE CHARTER,1,1,0
STERICYCLE CANADA,1,1,0
SUPERIOR FIRE ALARM SALES SERVICES,1,1,0
SYSANOVA MANAGEMENT CONSULTING,1,1,0
TAG HR,1,1,0
TEKNION,1,1,0
TERUMOBCT CANADA,1,1,0
THE INSTITUTE FOR SAFE MEDICATION PRACTICES CANADA,1,1,0
THE RETIREMENT PLANNING INSTITUTE,1,1,0
TI7,1,1,0
TLS ENTERPRISES,1,1,0
TRANSWEST AIR,1,1,0
TRIPLE C ENTERPRISES,1,1,0
VINCENT HENEAULT,1,1,0
WAJAX,1,1,0
WALZ ROBINSON GROUP,1,1,0
WATERTRAX,1,1,0
WELLINGTON DENTAL SERVICES,1,1,0
WILSONS BUSINESS SOLUTIONS,1,1,0
2071887 ONTARIO,1,1,0
ZOLL MEDICAL CANADA,1,1,0
ACADEMIE DE FORMATION LINGUISTIQUE,1,1,0
ACKLANDS GRAINGER,1,1,0
ALBERTA HEALTH SERVICES,1,1,0
AMDOCS,1,1,0
AQUATIC LIFE,1,1,0
BAY LOCK SECURITY,1,1,0
