vendor_normalized,effective_year,sum_yearly_value
AMDOCS,2016,946445.00333333
AMDOCS,2017,946445.00333333
ARTEMP PERSONNEL SERVICES,2016,100947.6675
ARTEMP PERSONNEL SERVICES,2017,100947.6675
CAROLE LEBLANC,2014,57996.666666666
CAROLE LEBLANC,2015,57996.666666666
CAROLE LEBLANC,2016,57996.666666666
CAROLE LEBLANC,2017,57996.666666666
GRAND MEDICINE HEALTH SERVICE,2016,35923.8
GRAND MEDICINE HEALTH SERVICE,2017,240061.3
MIWAYAWIN HEALTH CARE,2015,1287500
MIWAYAWIN HEALTH CARE,2016,1287500
MIWAYAWIN HEALTH CARE,2017,1287500
MNP LLP,2015,101785.88
MNP LLP,2016,101785.88
MNP LLP,2017,101785.88
MTE LOGISTIX EDMONTON,2015,267050.28
MTE LOGISTIX EDMONTON,2016,267050.28
MTE LOGISTIX EDMONTON,2017,267050.28
QMR,2017,251161.33333334
RICHARD ZIER-VOGEL DR,2013,627884.58285714
RICHARD ZIER-VOGEL DR,2014,627884.58285714
RICHARD ZIER-VOGEL DR,2015,627884.58285714
RICHARD ZIER-VOGEL DR,2016,627884.58285714
RICHARD ZIER-VOGEL DR,2017,627884.58285714
WATERTRAX,2016,241944.17
WATERTRAX,2017,241944.17
