vendor_normalized,sum_effective_value
CALIAN,46125653.63
COSSETTE COMMUNICATIONS,24157579.74
KPMG,15713447.98
MACDONALD DETTWILER AND ASSOCIATES,14010071.81
KENN BOREK AIR,13699389.63
GREAT SLAVE HELICOPTERS,12919057.46
QUAD ENGINEERING,12126522.68
UNIVERSAL HELICOPTERS,11858736.90
MILLARD TOWERS,11679725.20
BRONSON CONSULTING GROUP,11557362.05
EXCEL HUMAN RESOURCES,11176224.83
UNAALIK AVIATION 2004,11015417.79
CANADIAN CORPS OF COMMISSIONAIRES,9453065.63
ALTIS HUMAN RESOURCES,8853763.26
ATCO,7401356.02
MAPLESOFT CONSULTING,6855185.06
VERITAAQ TECHNOLOGY HOUSE,6775729.07
PROCOM CONSULTANTS,6179270.17
TRANSPOLAR TECHNOLOGY,6144943.96
GEO DATA SOLUTIONS GDS,6061389.65
SAEXPLORATION,5961568.95
M5 MARKETING COMMUNICATIONS,5789741.14
ESRI,5259785.41
PRISM ENGINEERING,5203036.55
NORTAK SOFTWARE,5136366.05
SHAPIRO COHEN,5015244.66
ITEX,4857383.13
IT NET CONSULTANTS,4778637.50
ORACLE CANADA,4647538.50
GOLDAK AIRBORNE SURVEYS,4624999.81
NORTHERN MICRO,4525264.32
ELSEVIER,4258488.85
FUGRO AIRBORNE SURVEYS CORPS,4100520.84
RAYMOND CHABOT GRANT THORNTON,4092380.63
OLLERHEAD ASSOCIATES,4085622.92
KIRBY EADES GALE BAKER,4081243.14
CANADIAN HELICOPTERS,4031617.51
COMMISSIONNAIRES OTTAWA,3976573.11
FSC,3974727.63
SAMSON ASSOCIES,3821298.96
AGILENT,3735376.09
TEKSYSTEMS CANADA,3724303.72
COMPUSULT,3584129.69
MESSA COMPUTING,3555881.73
NISHA TECHONOLOGIES,3333077.91
SAMSON ASSOCIATES,3183956.48
OTTAWA SECURITY SYSTEMS AND,3107500.08
FIRST AIR,3048719.78
WSP,3029322.08
AMERESCO CANADA,3024973.00
CANON,3013540.40
EFFIGIS GEO SOLUTIONS,2982240.02
INTERNATIONAL SUBMARINE,2831907.80
EBSCO CANADA,2697864.48
MERRICK CANADA,2679695.34
HICKLING ARTHURS LOW,2623516.23
LNW CONSULTING,2607747.40
PILOT VENTURES,2581925.85
THE CANADIAN CORPS OF COMMISSIONAIR,2541976.61
MCINTOSH PERRY SURVEYING,2433483.27
SAHTU HELICOPTERS,2324966.64
DELOITTE AND TOUCHE,2299421.22
CISTEL TECHNOLOGY,2269876.20
PRINTERS PLUS,2264040.47
SELLECK MECHANICAL,2148878.86
MACRODYNE TECHNOLOGIES,2113201.70
ST JOSEPH PRINT GROUP,2078086.95
AMEC ENVIRONMENT INFRASTRUCTURE,2049944.30
BUHLERPRINCE,2020692.59
2484726 ONTARIO,1977500.00
HONEYWELL,1963904.36
TDS DIXON,1935191.43
IBISKA TELECOM,1922861.85
C CORE,1910668.22
PROMAXIS,1907638.32
CAMECO,1900162.80
ICF CONSULTING CANADA,1874520.80
EXPOGRAPHIQ,1835510.57
INTEGRITY CANADA,1815108.98
WOOD MACKENZIE,1812961.94
MCKINSEY COMPANY CANADA,1751500.00
EMERION,1750024.22
MTS ALLSTREAM,1749791.39
OVERBURDEN DRILLING MANAGEMENT,1743917.30
GARTNER,1683069.99
SANDER GEOPHYSICS,1681967.43
LANNICK RECRUITMENT OTTAWA,1668597.25
THERMO FISHER SCIENTIFIC,1658693.78
ANSYS CANADA,1654266.65
TRINITY HELICOPTERS,1627218.08
ISOMASS SCIENTIFIC,1612119.00
FISHER SCIENTIFIC COMPANY,1610232.79
UNDERHILL GEOMATICS,1595799.99
THE AIM GROUP,1589627.22
GRADEN INSTRUMENTS,1588980.84
GEOFORCE GROUP,1573738.11
TAG HR,1560435.10
WAJAX INDUSTRIAL COMPONENTS,1555886.25
TUNDRA TECHNICAL SOLUTIONS,1542400.00
VIRO MART,1521767.61
SUMMIT HELICOPTERS,1481806.67
SI SYSTEMS,1474650.02
VWR INTERNATIONAL,1474395.86
STANTEC,1460174.23
THE VCAN GROUP,1448228.35
SHARP ELECTRONICS,1414016.75
DARE HR,1406176.08
THE CANADIAN CORPS OF,1387734.35
DYNAMIC PERSONNEL CONSULTANTS,1380618.57
SWETS INFORMATION,1371054.07
GEOSOFT,1320057.89
DALHOUSIE UNIVERSITY,1314418.14
953731 NWT,1291137.10
TULLOCH GEOMATICS,1274045.57
MICROSOFT CANADA,1264888.85
IRON MOUNTAIN CANADA,1236737.12
RGB MEDIA,1236220.00
EPERFORMANCE,1229938.97
IAN MARTIN,1224916.62
OOKPIK AVIATION,1214733.97
I4C CONSULTING,1187368.05
NAVIGANT CONSULTING,1184160.31
TRANS NORTH TURBO AIR,1181602.60
OPENFRAME TECHNOLOGIES,1181155.10
LINDE CANADA,1163796.29
KNOWLEDGE CIRCLE,1156829.71
SCIENCE METRIX,1150959.34
EON GEOSCIENCES,1149742.22
UNIVERSITY OF BRITISH COLUMBIA,1144351.56
EDCORE ENTERPRISES,1124882.90
LUMINA IT,1120253.03
SERVICE SYSTEMS FOR RESEARCH,1108099.74
DEMENAGEMENT SLBL,1105356.58
GEOFORCE CONSULTANTS,1101544.95
SHEPHERD STEVENS,1096780.35
NUNAMI HELICOPTER TRANSPORT,1078498.00
ITNET,1076847.64
WILEY BLACKWELL COMMERCE PLACE,1069254.34
GOLDER ASSOCIATES,1067206.55
QMR,1059012.64
BELL CANADA,1040887.70
ERNST YOUNG,1037339.84
KOTT LUMBER COMPANY,1033229.00
SCOLLARD MAINTENANCE,1026945.15
MINDWIRE SYSTEMS,1026388.83
GEOTEK,1025800.79
LANE SCIENCE EQUIPMENT,1025269.13
NORTH WRIGHT AIRWAYS,1020429.69
ACTIVATION LABORATORIES,1018853.17
STRATOS,1017847.44
DG TAYLOR,1014996.56
ACME ANALYTICAL LABORATORIES,1006543.43
AIR TINDI,1005132.71
NUNAVIK ROTORS,978055.05
ATS SCIENTIFIC,956980.46
