gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
AGILENT,2011,10,10,0
AGILENT,2012,12,3,9
AGILENT,2013,25,1,24
AGILENT,2014,14,13,1
AGILENT,2015,9,9,0
AGILENT,2016,11,11,0
AGILENT,2017,11,11,0
ALTIS HUMAN RESOURCES,2011,13,10,3
ALTIS HUMAN RESOURCES,2012,23,10,13
ALTIS HUMAN RESOURCES,2013,22,1,21
ALTIS HUMAN RESOURCES,2014,20,11,9
ALTIS HUMAN RESOURCES,2015,17,12,5
ALTIS HUMAN RESOURCES,2016,13,8,5
ALTIS HUMAN RESOURCES,2017,13,10,3
ATCO,2011,2,1,1
ATCO,2012,17,2,15
ATCO,2013,33,1,32
ATCO,2014,16,10,6
ATCO,2015,29,26,3
ATCO,2016,22,19,3
ATCO,2017,28,24,4
CANON,2011,17,1,16
CANON,2012,27,3,24
CANON,2013,19,2,17
CANON,2014,18,9,9
CANON,2015,15,12,3
CANON,2016,30,25,5
CANON,2017,8,8,0
EXCEL HUMAN RESOURCES,2011,33,28,5
EXCEL HUMAN RESOURCES,2012,27,1,26
EXCEL HUMAN RESOURCES,2013,27,0,27
EXCEL HUMAN RESOURCES,2014,26,15,11
EXCEL HUMAN RESOURCES,2015,22,11,11
EXCEL HUMAN RESOURCES,2016,15,13,2
EXCEL HUMAN RESOURCES,2017,16,9,7
FISHER SCIENTIFIC COMPANY,2011,11,11,0
FISHER SCIENTIFIC COMPANY,2012,7,5,2
FISHER SCIENTIFIC COMPANY,2013,23,3,20
FISHER SCIENTIFIC COMPANY,2014,18,17,1
FISHER SCIENTIFIC COMPANY,2015,10,10,0
FISHER SCIENTIFIC COMPANY,2016,11,11,0
FISHER SCIENTIFIC COMPANY,2017,13,12,1
GREAT SLAVE HELICOPTERS,2011,14,14,0
GREAT SLAVE HELICOPTERS,2012,10,2,8
GREAT SLAVE HELICOPTERS,2013,10,0,10
GREAT SLAVE HELICOPTERS,2014,25,15,10
GREAT SLAVE HELICOPTERS,2015,15,9,6
GREAT SLAVE HELICOPTERS,2016,11,7,4
GREAT SLAVE HELICOPTERS,2017,8,6,2
NISHA TECHONOLOGIES,2011,11,3,8
NISHA TECHONOLOGIES,2012,5,1,4
NISHA TECHONOLOGIES,2013,9,4,5
NISHA TECHONOLOGIES,2014,15,13,2
NISHA TECHONOLOGIES,2015,8,7,1
NISHA TECHONOLOGIES,2016,13,12,1
NISHA TECHONOLOGIES,2017,24,22,2
PRINTERS PLUS,2011,18,18,0
PRINTERS PLUS,2012,16,11,5
PRINTERS PLUS,2013,17,0,17
PRINTERS PLUS,2014,14,6,8
PRINTERS PLUS,2015,13,13,0
PRINTERS PLUS,2016,13,13,0
PRINTERS PLUS,2017,17,16,1
TDS DIXON,2011,34,26,8
TDS DIXON,2012,32,2,30
TDS DIXON,2013,35,1,34
TDS DIXON,2014,7,6,1
TDS DIXON,2015,13,12,1
TDS DIXON,2016,1,1,0
TDS DIXON,2017,1,1,0
