vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2008,32317421.27
BELL CANADA,2009,53678897.22
BELL CANADA,2010,50238426.57
BELL CANADA,2011,37040630.81
BELL CANADA,2012,12592251.00
BELL CANADA,2013,592009.43
BELL CANADA,2014,1248145.71
BELL CANADA,2015,953651.67
COSSETTE COMMUNICATIONS,2008,14610676.44
COSSETTE COMMUNICATIONS,2009,12829767.03
COSSETTE COMMUNICATIONS,2010,19353966.57
COSSETTE COMMUNICATIONS,2011,18833786.88
COSSETTE COMMUNICATIONS,2012,11703708.74
COSSETTE COMMUNICATIONS,2013,9105258.17
COSSETTE COMMUNICATIONS,2014,13819647.56
COSSETTE COMMUNICATIONS,2015,7543488.48
COSSETTE COMMUNICATIONS,2016,11160.92
COSSETTE COMMUNICATIONS,2017,2281374.50
D H PARTNERSHIP,2008,211788321.00
D H PARTNERSHIP,2009,211788321.00
D H PARTNERSHIP,2010,211788321.00
D H PARTNERSHIP,2011,211788321.00
D H PARTNERSHIP,2012,211788321.00
D H PARTNERSHIP,2013,211788321.00
D H PARTNERSHIP,2014,172067847.02
D H PARTNERSHIP,2015,172067847.02
D H PARTNERSHIP,2016,1275750890.94
D H PARTNERSHIP,2017,-290557092.61
MICROSOFT CANADA,2008,696093.38
MICROSOFT CANADA,2009,62506805.75
MICROSOFT CANADA,2010,62328387.13
MICROSOFT CANADA,2011,63037986.63
MICROSOFT CANADA,2012,66053181.63
MICROSOFT CANADA,2013,5103724.01
MICROSOFT CANADA,2014,4723596.77
MICROSOFT CANADA,2015,4525525.42
MICROSOFT CANADA,2016,5791090.14
MICROSOFT CANADA,2017,4457809.30
ORACLE CANADA,2008,3787953.63
ORACLE CANADA,2009,3770993.63
ORACLE CANADA,2010,14735774.00
ORACLE CANADA,2011,11083193.83
ORACLE CANADA,2012,11288995.10
ORACLE CANADA,2013,9209922.21
ORACLE CANADA,2014,7333720.17
ORACLE CANADA,2015,8304669.90
ORACLE CANADA,2016,5024723.84
ORACLE CANADA,2017,5172965.51
QUANTUM MANAGEMENT SERVICES,2008,27453507.13
QUANTUM MANAGEMENT SERVICES,2009,30424485.81
QUANTUM MANAGEMENT SERVICES,2010,46860495.07
QUANTUM MANAGEMENT SERVICES,2011,36909768.39
QUANTUM MANAGEMENT SERVICES,2012,19650285.92
QUANTUM MANAGEMENT SERVICES,2013,67150653.30
QUANTUM MANAGEMENT SERVICES,2014,49736240.04
QUANTUM MANAGEMENT SERVICES,2015,49824552.03
QUANTUM MANAGEMENT SERVICES,2016,49583426.17
QUANTUM MANAGEMENT SERVICES,2017,33017297.19
RESOLVE,2008,74324831.26
RESOLVE,2009,74324831.26
RESOLVE,2010,67664831.26
RESOLVE,2011,67664831.26
RESOLVE,2012,67664831.26
RESOLVE,2013,67664831.26
SI SYSTEMS,2009,308310.80
SI SYSTEMS,2010,2830951.19
SI SYSTEMS,2011,3014853.53
SI SYSTEMS,2012,3699345.01
SI SYSTEMS,2013,14943211.66
SI SYSTEMS,2014,14194073.61
SI SYSTEMS,2015,17735447.00
SI SYSTEMS,2016,15241905.63
SI SYSTEMS,2017,18748442.15
TELUS CANADA,2008,30125422.29
TELUS CANADA,2009,29751836.26
TELUS CANADA,2010,30376561.30
TELUS CANADA,2011,12896412.31
TELUS CANADA,2012,572578.27
TELUS CANADA,2013,554622.57
TELUS CANADA,2014,739281.97
TELUS CANADA,2015,310140.76
TELUS CANADA,2016,9592.39
TELUS CANADA,2017,569551.34
UNISYS CANADA,2008,23444206.47
UNISYS CANADA,2009,23954439.85
UNISYS CANADA,2010,22113850.96
UNISYS CANADA,2011,21690953.75
UNISYS CANADA,2012,21844517.34
UNISYS CANADA,2013,4993283.32
UNISYS CANADA,2014,4971029.18
UNISYS CANADA,2015,4971029.18
UNISYS CANADA,2016,4971029.18
