vendor_normalized,effective_year,sum_yearly_value
ALCEA TECHNOLOGIES,2013,84685.792
ALCEA TECHNOLOGIES,2014,84685.792
ALCEA TECHNOLOGIES,2015,84685.792
ALCEA TECHNOLOGIES,2016,84685.792
ALCEA TECHNOLOGIES,2017,84685.792
ALEXA TRANSLATIONS,2014,56230.736666667
ALEXA TRANSLATIONS,2015,56230.736666667
ALEXA TRANSLATIONS,2016,56230.736666667
ALEXA TRANSLATIONS,2017,56230.736666667
BELL CANADA,2016,46104
BELL CANADA,2017,46104
DONNA CONA,2017,36951
GWEN BRODSKY BARRISTER SOLICITOR,2016,33900
IT SERVICES CANADA,2016,54240
LAW OFFICE PEARL ELIADIS,2016,56556.5
MODIS CANADA,2015,94441.072
MODIS CANADA,2016,94441.072
MODIS CANADA,2017,94441.072
NISHA TECHONOLOGIES,2016,36765.91
ORACLE CANADA,2016,22330.705
ORACLE CANADA,2017,22330.705
