vendor_normalized,effective_year,sum_yearly_value
ADGA GROUP,2011,14071951.3428572
ADGA GROUP,2012,14071951.3428572
ADGA GROUP,2013,14071951.3428572
ADGA GROUP,2014,14071951.3428572
ADGA GROUP,2015,54283780.3428572
ADGA GROUP,2016,54283780.3428572
CANADIAN CORPS OF COMMISSIONAIRES,2014,6529146
CANADIAN CORPS OF COMMISSIONAIRES,2015,16967582.47
CANADIAN CORPS OF COMMISSIONAIRES,2016,26531010.825
CANADIAN CORPS OF COMMISSIONAIRES,2017,16039050.3475
CISTEL TECHNOLOGY,2014,28132
CISTEL TECHNOLOGY,2015,34364607.1666667
CISTEL TECHNOLOGY,2016,11814808.1666667
CISTEL TECHNOLOGY,2017,7198665.22666667
COLLIERS PROJECT LEADERS,2011,3334178
COLLIERS PROJECT LEADERS,2012,3334178
COLLIERS PROJECT LEADERS,2013,3334178
COLLIERS PROJECT LEADERS,2014,3334178
COLLIERS PROJECT LEADERS,2015,22887246
COLLIERS PROJECT LEADERS,2016,24100112.6666667
COLLIERS PROJECT LEADERS,2017,1316754.6811111
LOGISTIK UNICORP,2009,6146637.3233333
LOGISTIK UNICORP,2010,6146637.3233333
LOGISTIK UNICORP,2011,6146637.3233333
LOGISTIK UNICORP,2012,6146637.3233333
LOGISTIK UNICORP,2013,6146637.3233333
LOGISTIK UNICORP,2014,6146637.3233333
LOGISTIK UNICORP,2015,6146637.3233333
LOGISTIK UNICORP,2016,31481173.3233333
LOGISTIK UNICORP,2017,11117874.5733333
MARCOMM,2014,10818886
MARCOMM,2015,17152955
MARCOMM,2016,8945178.24
MARCOMM,2017,1701006.61333333
MCKESSON CANADA,2014,9731355
MCKESSON CANADA,2015,22864140
MCKESSON CANADA,2016,34186534.82
MCKESSON CANADA,2017,47078855.92
MOTOROLA SOLUTIONS CANADA,2011,288499.99833333
MOTOROLA SOLUTIONS CANADA,2012,3479670.68690473
MOTOROLA SOLUTIONS CANADA,2013,3489305.06690473
MOTOROLA SOLUTIONS CANADA,2014,3653652.06690473
MOTOROLA SOLUTIONS CANADA,2015,5009765.06690473
MOTOROLA SOLUTIONS CANADA,2016,4816649.32690473
MOTOROLA SOLUTIONS CANADA,2017,5860681.7185714
REGIONAL HEALTH AUTHORITY B,2015,14346372
REGIONAL HEALTH AUTHORITY B,2016,14455982
SALVATION ARMY,2013,679357.96
SALVATION ARMY,2014,23368340.96
SALVATION ARMY,2015,28293010.96
SALVATION ARMY,2016,36174886.1483333
SALVATION ARMY,2017,15279443.2516667
