vendor_normalized,sum_effective_value
CGI,35409958.6608333
CANADIAN CORPS OF COMMISSIONAIRES,21049055.4916667
CARSWELL,19066138.1566667
AMS IMAGING 1998,15712234.82
SOFTCHOICE,11800032.9566667
LEXISNEXIS CANADA,7404504.05333334
ADVANCED BUSINESS INTERIORS,6375184.42
GSI INTERNATIONAL GROUP,6235891.51
ALTIS HUMAN RESOURCES,4792343.367
NORTHERN MICRO,4616894.57
NISHA TECHONOLOGIES,4515986.16
MICROSOFT CANADA,4337333.19500001
LEGAL PRINT & COPY,4202932.7
CORADIX TECHNOLOGY CONSULTING,4142014.37
HYPER TEC,4110667.03
EMERION,3247984.78500001
RICOH,3179178.65533333
MODIS CANADA,2868920.18666667
HYPERTEC,2859580.585
SAMSON & ASSOCIA?S,2840227.41333334
IRON MOUNTAIN CANADA CORPORATION,2811325.82333333
CACHE COMPUTER CONSULTING,2688796.63666667
HEWLETT PACKARD,2574516.22
GARTNER,2543418.34
FTI REPOSITORY SERVICES,2502484.49
4 OFFICE AUTOMATION,2465929.32433333
CIA,2269941.23
PRA,2194128.805
N12 CONSULTING CORP,2128701.95
TERAMACH TECHNOLOGIES,2092467.70999999
MAPLESOFT CONSULTING,2071490.55
XEROX,2067272.4815
IKON DOCUMENT SERVICES T8009,2004084.4
TITUS INT L ORANGUTECH,1999324.19999999
EVIDENCE SOLUTIONS,1954366.17
UNIVERSITY OF OTTAWA,1949250
VISARD SOLUTIONS,1949032.59333335
CYBERBAHN,1879133.5
HAWORTH,1826220.62
QMR,1817929.71
CISTEL TECHNOLOGY,1698621.18
TRADUCTIONS TESSIER TRANSLATIONS,1658130.21
IT/NET CONSULTANTS,1649011.7
THE AIM GROUP,1565149.19
SYSTEMSCOPE,1563219.64833332
ERNST & YOUNG,1502915.97
EXCEL HUMAN RESOURCES,1483362.045
CBCI TELECOM,1455604.73
INNOVATIVE INTERFACES CANADA,1435926.886
FLEMING COMMUNICATIONS,1433742.99666666
CETTEC DIGITAL IMAGING,1403587.5
ACART COMMUNICATIONS,1380192
STONEWORKS TECHNOLOGIES,1371740.56
GOSS GILROY,1348887.09
TRM TECHNOLOGIES,1323434.93
MARITIME LAW BOOK,1308424.19
NATTIQ,1290007.10333335
GSI INTERNATIONAL CONSULTING GROUP,1265759.1
COMMONWEALTH LEGAL,1151605.76
ZERNAM ENTERPRISE,1137736.74666667
CANON,1130962.8337381
IROSOFT,1121978.65
ARTEMP PERSONNEL,1077768.6
KONICA MINOLTA BUSINESS SOLUTIONS,1073369.61083333
AMS IMAGING,1051297.29
REPORTEX AGENCIES,1033896.875
NAVPOINT CONSULTING GROUP,1019415.77
TELECOM COMPUTER SERVICES,1015251.07
DELL COMPUTER CORPORATION,1003308.27
ADIRONDACK TECHNOLOGIES,1003281.48
BAYSHORE HEALTHCARE,973891.09
MAXSYS,967620.08
OPROMA,936248.265
INSTITUTE OF APPLIED HUMANITARIAN,924162
CBCI TELECOM CANADA,888789.854999999
CCH CANADIAN,885902.96000001
TEKNION,882238.52
ST-JOSEPH PRINT GROUP,844652.9
MALATEST & ASSOCIATES,819673.9
FERENCE WEICKER & COMPANY,796007
GENERAL DYNAMICS,781298.47
VERITAAQ TECHNOLOGY HOUSE,778179.11
COSSETTE COMMUNICATIONS,776385.38
PROTAK CONSULTING GROUP,740399.52333332
HALLUX CONSULTING,730100
SAS INSTITUTE,728118.92
CONTRACT COMMUNITY,726847.09
BMB DATA CONSULTING SERVICES,698820.25
ELYTRA ENTERPRISES,687408.309999999
ARTOPEX PLUS,685625.19
IBISKA TELECOM,682263.49
OPENTEXT,678300.29
EKOS RESEARCH ASSOCIATES,674928.58
SI SYSTEMS,663965.465
CANADIAN DEVELOPMENT CONSULTANTS,656250
HITACHI DATA SYSTEMS,655485.55
LUMARCO,641882
FOCUS CONSULTANTS,622672.089999999
DELOITTE AND TOUCHE,614861.7
WALTER KLUWER,605518.26
