gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANON,80,73,7
EXCEL HUMAN RESOURCES,58,55,3
INSIGHT SOFTWARE CANADA,30,30,0
NORTHERN MICRO,27,27,0
ALTIS HUMAN RESOURCES,26,19,7
QMR,17,16,1
CANADIAN CORPS OF COMMISSIONAIRES,15,13,2
IT/NET CONSULTANTS,14,6,8
TEKNION,13,13,0
CBCI TELECOM CANADA,13,13,0
GARTNER,10,10,0
BDO CANADA,10,8,2
DELOITTE AND TOUCHE,10,7,3
ORACLE CANADA,9,8,1
IBM CANADA,9,9,0
SIMPLEX INDUSTRIES,9,7,2
MEDIA Q,8,8,0
CEDROM-SNI,8,8,0
RICOH,8,8,0
XEROX,8,6,2
CORADIX TECHNOLOGY CONSULTING,7,4,3
ACME FUTURE SECURITY CONTROLS,7,5,2
CGI,7,2,5
3755479 CANADA,7,6,1
JIM PATTISON INDUSTRIES,6,5,1
HERMAN MILLER CANADA,6,6,0
ESRI,6,6,0
CONTRACT COMMUNITY,6,3,3
NISHA TECHONOLOGIES,6,4,2
CANADIAN PRESS ENTERPRISES,5,4,1
3852946 CANADA,5,5,0
NOVA VISUAL PRODUCTS,5,5,0
ADVANCED BUSINESS INTERIORS,5,5,0
BARBARA PERSONNEL,5,5,0
STEELCASE CANADA,5,5,0
INFO-TECH RESEARCH GROUP,5,5,0
ASSOCIATES GROUP OF COMPANIES,5,5,0
MARKETWIRE CANADA,5,5,0
GRAYBRIDGE INTERNATIONAL CONSULTING,5,4,1
CDW CANADA,5,5,0
ANTHONY MACAULEY ASSOCIATES,5,5,0
PERFORMANCE MANAGEMENT NETWORK,5,4,1
DESIGN 2000 COMMUNICATIONS,5,4,1
ODGERS BERNDTSON,4,3,1
3755479 CANADA MAXSYS PROFESSIONALS AND SOLUTIONS,4,4,0
MAXSYS STAFFING & CONSULTING,4,3,1
TETRAD COMPUTER APPLICATIONS,4,3,1
COSSETTE COMMUNICATIONS,4,4,0
HAWORTH,4,4,0
KPMG,4,4,0
GCSTRATEGIES,4,2,2
ARTOPEX PLUS,4,4,0
ROBERT HALF OF CANADA,4,4,0
ESPATIAL SOLUTIONS,4,4,0
ERNST & YOUNG,4,4,0
ACCESS INFORMATION AGENCY,4,2,2
QUALLIUM CORPORATION,4,2,2
PRICEWATERHOUSE COOPERS,4,3,1
SOFTCHOICE,4,4,0
CANADIAN PRESS THE,3,2,1
3005526 CANADA,3,1,2
BP & M GOVERNMENT IM & IT,3,3,0
7792395 CANADA,3,3,0
MICROSOFT CANADA,3,3,0
BELL CANADA,3,2,1
ADRM TECHNOLOGY CONSULTING,3,1,2
LES TECHNOLOGIES S T A Y,3,1,2
BBG MANAGEMENT CORPORATION,3,2,1
LANNICK CONTRACT SOLUTIONS,3,3,0
WATERSHED INFORMATION TECHNOLOGY,3,3,0
JACINTHE CHARBONNEAU,3,1,2
AZUR RESSOURCES HUMAINES,3,3,0
ACTION PERSONNEL SERVICES OF,3,3,0
IAN MARTIN,3,3,0
GOSS GILROY,3,3,0
COMPUTER MEDIA GROUP THE,3,3,0
SPEARHEAD MANAGEMENT CANADA,3,3,0
C L A PERSONNEL,3,3,0
RAYMOND CHABOT GRANT THORNTON,3,3,0
CENTRE FOR PUBLIC MANAGEMENT,3,3,0
RUTHERFORD MCKAY ASSOCIATES,3,1,2
PEOPLE BANK THE,3,3,0
DMTI SPATIAL,3,3,0
GLOBAL UPHOLSTERY COMPANY,3,3,0
QUIRC QUALITATIVE INSIGHTS,3,2,1
SAMSON & ASSOCIATES CONSULTING,3,2,1
ALLSEATING CORPORATION,2,2,0
CALIAN,2,2,0
OLAV CONSULTING CORP,2,1,1
OPROMA,2,2,0
ORBIS RISK CONSULTING,2,2,0
BRC BUSINESS ENTERPRISES,2,2,0
MINTO COMMERCIAL PROPERTIES,2,2,0
DAVID P AMBORSKI & ASSOCIATES,2,2,0
MARKETWIRE,2,2,0
OTTAWA BUSINESS INTERIORS,2,2,0
IT SERVICES CANADA,2,2,0
DALIAN ENTERPRISES,2,1,1
CSDC SYSTEMS,2,2,0
CRAIG STEENBURGH AND ASSOCIATES,2,2,0
