gen_vendor_normalized,total_entries,total_contracts,total_amendments
SOFTCHOICE,5,5,0
PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,3,3,0
QMR,3,3,0
NISHA TECHONOLOGIES,2,2,0
ADAMS COMPANY COMMUNICATIONS,2,2,0
DSB SECURITY CONSULTING,1,1,0
EXECUTIVE CABS,1,1,0
JANE STRONG,1,1,0
MAPLEWORLD TRANSALTION,1,1,0
MICROSOFT CANADA,1,1,0
MY GCHR PUBLIC SERVICES OF PROCUREMENT CANADA,1,1,0
ADGA GROUP,1,1,0
NOEL C KEELEY REPORTING SERVICES,1,1,0
PLAN GROUP,1,1,0
PRIMA INFORMATION SOLUTIONS,1,1,0
PRIVACY COUNCIL OFFICE,1,1,0
COMMUNICATIONS SECURITY ESTABLISHMENT,1,1,0
PWGS TRANSLATION,1,1,0
AVI SPL CANADA,1,1,0
SECURITEX CONSULTING,1,1,0
SHARED SERVICES CANADA,1,1,0
SHARED SERVICES INTEGRATION PUBLIC SERVICES AND PROCUREMENT CANADA,1,1,0
DELL COMPUTER,1,1,0
