vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2008,139151637.37
BELL CANADA,2009,139622553.20
BELL CANADA,2010,348087641.44
BELL CANADA,2011,329816891.26
BELL CANADA,2012,318382584.17
BELL CANADA,2013,297004539.93
BELL CANADA,2014,240207184.79
BELL CANADA,2015,236398296.97
BELL CANADA,2016,1095426.43
BELL CANADA,2017,784714.10
BROOKFIELD ASSET MANAGEMENT,2008,1620505.47
BROOKFIELD ASSET MANAGEMENT,2009,639122.72
BROOKFIELD ASSET MANAGEMENT,2010,1996046.72
BROOKFIELD ASSET MANAGEMENT,2011,37637.82
BROOKFIELD ASSET MANAGEMENT,2012,41592.96
BROOKFIELD ASSET MANAGEMENT,2013,155368265.01
BROOKFIELD ASSET MANAGEMENT,2014,1389031799.50
BROOKFIELD ASSET MANAGEMENT,2015,1390059448.73
BROOKFIELD ASSET MANAGEMENT,2016,1390214440.56
BROOKFIELD ASSET MANAGEMENT,2017,1388920317.63
ELLISDON,2008,1972500.22
ELLISDON,2010,23067048.19
ELLISDON,2011,80123727.68
ELLISDON,2012,128642875.35
ELLISDON,2013,37353553.59
ELLISDON,2014,33230135.13
ELLISDON,2015,67776689.54
ELLISDON,2016,79596517.61
ELLISDON,2017,109584213.60
GLAXOSMITHKLINE,2008,74651648.76
GLAXOSMITHKLINE,2009,74651648.76
GLAXOSMITHKLINE,2010,74651648.76
GLAXOSMITHKLINE,2011,74651648.76
GLAXOSMITHKLINE,2012,11299954.45
GLAXOSMITHKLINE,2013,9187517.10
GLAXOSMITHKLINE,2014,32528218.48
GLAXOSMITHKLINE,2015,26533417.63
GLAXOSMITHKLINE,2016,22877896.38
GLAXOSMITHKLINE,2017,22877896.38
IBM CANADA,2008,26337921.87
IBM CANADA,2009,61245730.30
IBM CANADA,2010,25615412.61
IBM CANADA,2011,80005553.16
IBM CANADA,2012,77571427.99
IBM CANADA,2013,40707854.32
IBM CANADA,2014,13806474.47
IBM CANADA,2015,16588523.30
IBM CANADA,2016,135404452.03
IBM CANADA,2017,137865588.86
MTS ALLSTREAM,2008,37237271.58
MTS ALLSTREAM,2009,35281882.47
MTS ALLSTREAM,2010,166078794.29
MTS ALLSTREAM,2011,167952521.27
MTS ALLSTREAM,2012,130643023.37
MTS ALLSTREAM,2013,6174302.54
MTS ALLSTREAM,2014,6174302.54
MTS ALLSTREAM,2015,6174302.54
PCL CONSTRUCTORS,2008,27102438.61
PCL CONSTRUCTORS,2009,15311175.03
PCL CONSTRUCTORS,2010,117677056.77
PCL CONSTRUCTORS,2011,93618521.44
PCL CONSTRUCTORS,2012,110148852.79
PCL CONSTRUCTORS,2013,92087130.57
PCL CONSTRUCTORS,2014,132503803.89
PCL CONSTRUCTORS,2015,-77009240.41
PCL CONSTRUCTORS,2016,214159526.42
PCL CONSTRUCTORS,2017,49729332.23
ROGERS,2008,12362.50
ROGERS,2010,203361827.16
ROGERS,2011,273375674.23
ROGERS,2012,70039151.15
ROGERS,2013,70090047.45
ROGERS,2014,70029222.22
ROGERS,2015,70072246.22
ROGERS,2016,183874.00
ROGERS,2017,140850.00
SANOFI PASTEUR,2008,127041283.48
SANOFI PASTEUR,2009,127041283.48
SANOFI PASTEUR,2010,127041283.48
SANOFI PASTEUR,2011,70383708.94
SANOFI PASTEUR,2012,105050276.15
SANOFI PASTEUR,2013,77633409.19
SANOFI PASTEUR,2014,82805869.19
SANOFI PASTEUR,2015,77969206.69
SANOFI PASTEUR,2016,59771354.42
SANOFI PASTEUR,2017,6971084.67
SNC LAVALIN,2008,455851360.06
SNC LAVALIN,2009,454683643.50
SNC LAVALIN,2010,10704779.81
SNC LAVALIN,2011,4031794.17
SNC LAVALIN,2012,7413785.75
SNC LAVALIN,2013,7828537.23
SNC LAVALIN,2014,3448558.80
SNC LAVALIN,2015,4354204.85
SNC LAVALIN,2016,7601908.42
SNC LAVALIN,2017,10918763.42
