vendor_normalized,sum_effective_value
BROOKFIELD ASSET MANAGEMENT,5919972295.67558
BELL CANADA,1746791295.10703
SNC-LAVALIN,878993388.237583
HEWLETT PACKARD,741463891.403985
PCL CONSTRUCTORS,716187512.609511
COMPUTERSHARE INVESTOR SERVICES,657430625.886545
ELLISDON CORPORATION,542341879.752833
TELUS CANADA,419544272.485475
GLAXOSMITHKLINE,414313549.046833
ROGERS,388089512.48
ACCENTURE,249893164.742667
FIRST DATA/PAYMENTECH CANADA,246577777.777776
SANOFI PASTEUR,245180407.941667
MTS ALLSTREAM,196646127.744375
CANADIAN CORPS OF COMMISSIONAIRES,196238675.451667
IBM CANADA,190450332.572163
MERCK FROSST,189426276.359667
RICHER COMMERCIAL HEATING,187538659.940004
VERITAAQ TECHNOLOGY HOUSE,183787854.83
MAPLE REINDERS CONSTRUCTORS,175412719.39
BELL CANADA MTS ALLSTREAM TELUS COMMUNICATIONS COMPANY BELL ALIANT REGIONAL COMMUNICATIONS LIMITED PARTNERSHIP SASKATCHEWAN TELECOMMUNICATIONS,165683575.125
WSP,163992857.781972
NOVARTIS,155780312.32
TELESAT,150490972.468989
ORACLE CANADA,149824975.233333
NORTH COUNTRY MAINTENANCE,149144619.898333
COLLIERS PROJECT LEADERS,137924340.006444
DEXTER CONSTRUCTION,133584540.015
OPENTEXT,131088424.428333
SAP,127180731.641667
STANTEC,116426992.162657
IBISKA TELECOM,116095148.895
EBC,114612159.868333
CHASE PAYMENTECH SOLUTIONS,99250000
MAPLESOFT CONSULTING,98896289.4600001
RJG CONSTRUCTION,91863992.7466668
GRAHAM CONSTRUCTION,90534875.635
SI SYSTEMS,86870738.7550001
TECHNOLOGIES INTERACTIVE MEDIAGRIF,81915484
CGI,81425155.4395241
TLICHO ENGINEERING,80392755.2250002
BDO CANADA,77747321.5550002
ARCHITECTURE EVOQ,76378278.4325
CANADIAN LEASEBACK,73191049.5208334
AECOM,71843836.4451428
HOGG ROBINSON CANADA,70300667.333332
E D BRUNET ET ASSOCIES CANADA,69799337.65
BLAKE CASSELS & GRAYDON LLP,67550000
PETER S BROS CONSTRUCTION,66721076.71
J-1 CONTRACTING,66112724.91
MAXIM 2000,65252342.7033333
DRAGAGE OCA?AN DSM,64703709.398143
BIRD CONSTRUCTION COMPANY,63657125.1933333
STRATOS WIRELESS,62676210
MONERIS SOLUTIONS,61897217
TERVITA CORPORATION,61112168.855
PARSONS CANADA,60396160.2350001
M SULLIVAN & SON,58970797.8750001
NORR,58767682.4991668
MODIS CANADA,56081514.0553333
TEKNION,54481456.7851669
MARICON CONSTRUCTION MANAGEMENT,52941630
AVONDALE CONSTRUCTION,52186645.9100001
LAPRAIRIE WORKS,51986988.89
ELITE CONSTRUCTION,50513899.69
DOWLAND CONTRACTING,50450728.74
CONSTRUCTION CYBCO,50194153.6716667
CHANDOS CONSTRUCTION,49883844.1841665
TEMPEST 240 SPARKS CORP,49690642.4533332
GREY ROCK SERVICES,48305351.19
J & T VAN ZUTPHEN CONSTRUCTION,47575868.1433332
CONSTRUCTION SOCAM LTEE,46416270.120714
OTIS ELEVATOR,43078578.4010701
QUINAN CONSTRUCTION,42884102.1349998
D F S,41683442.7736428
KUDLIK CONSTRUCTION,41657801.8
PRICEWATERHOUSE COOPERS,41199063.7583333
IT/NET CONSULTANTS,40905101.415
MINTO COMMERCIAL PROPERTIES,40475340.2016668
QUANTUM MURRAY,39776054.0850001
CENTER 10 CORPORATION,38173705.23
BERVIN CONSTRUCTION,37672893.5183332
BLACK & MCDONALD,37154321.2016666
BONDFIELD CONSTRUCTION COMPANY,36947170.75
CARLETON UNIVERSITY SCHOOL OF,36605695.488
CONSTRUCTION DJL,36528645.93
FUNDY CONTRACTORS,35678614.5233332
AJILON,35530427.995
TALIGENT CONSULTING,35265477.135
BANQUE NATIONALE DU CANADA,34920234.14
R O M CONTRACTORS,34816877.0366668
AMEX BANK OF CANADA,33406288.1166667
FLOYD S CONSTRUCTION,32789209.19
WILD STONE ENGINEERING,32755285.9933333
VERSACOM,31656885.3312143
GOLDER ASSOCIATES,31551495.8011111
TRI CITY CANADA,31399347.3150001
SYSTEMATIX SOLUTIONS,31326001.265
UPA CONSTRUCTION GROUP AB,30327400.11
KENAIDAN CONTRACTING,30288638.7033332
