vendor_normalized,effective_year,sum_yearly_value
ALTRUISTIC INFORMATICS CONSULTING,2017,98605
CANADIAN CORPS OF COMMISSIONAIRES,2016,47635.19
CANADIAN CORPS OF COMMISSIONAIRES,2017,78060.19
GOLDBLATT PARTNERS,2016,72715.5
GOLDBLATT PARTNERS,2017,72715.5
HK COMMUNICATIONS,2017,56500
JOHN DICKSON PROFESSIONAL,2015,15678.5625
JOHN DICKSON PROFESSIONAL,2016,15678.5625
JOHN DICKSON PROFESSIONAL,2017,110541.0625
RGN MANAGEMENT,2017,62899.2
RICHARD GROUNDS,2016,15887.5
RICHARD GROUNDS,2017,51856.25
RICHARD W GROUNDS,2016,42515.625
RICHARD W GROUNDS,2017,42515.625
TWIN BIRCH CONSULTING,2016,59393.75
TWIN BIRCH CONSULTING,2017,59393.75
WORKDYNAMICS TECHNOLOGIES,2017,82655.265
