gen_vendor_normalized,total_entries,total_contracts,total_amendments
ACCESS 2 NETWORKS,10,10,0
STONEWORKS TECHNOLOGIES,7,7,0
A HUNDRED ANSWERS,4,4,0
HAY GROUP,3,2,1
EMERION,3,2,1
GARTNER,3,3,0
ARTEMP PERSONNEL SERVICES,2,2,0
ERGOPRIME,2,1,1
RICOH,2,2,0
IRON MOUNTAIN CDA OPRATINS,2,2,0
BAYARD CANADA,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
CGI,2,2,0
PRA,2,2,0
LES PUBLICATIONS BDL,2,2,0
ST JOSEPH PRINT GROUP,2,2,0
ECOLE CREUSOT,2,1,1
FREEBALANCE,2,2,0
ORANGUTECH,2,2,0
MAXSYS PROFESSIONALS AND,2,2,0
DLS TECHNOLOGY,2,2,0
MESSA COMPUTING,2,2,0
CNW GROUP,2,2,0
GRAYBRIDGE INTERNATIONAL CONSULTING,2,1,1
GREEN REBEL,2,2,0
OPENFRAME TECHNOLOGIES,2,2,0
DYNAMIC PERSONNEL CONSULTANTS,2,2,0
CONEXSYS,2,2,0
GROUPE VOXCO,2,2,0
GREYHAT INFORMATION SECURITY,1,1,0
I4C INFORMATION TECHNOLOGY,1,1,0
IBM CANADA,1,1,0
INFOMART A DIVISION OF,1,1,0
INNOVEE,1,1,0
INVIVO COMMUNICATIONS,1,1,0
ITEX,1,1,0
KPMG,1,1,0
LANNICK CONTRACT SOLUTIONS,1,1,0
LEAN AGILITY,1,1,0
LIPMAN STILL PICTURES,1,1,0
LS HOTTE CONSULTING,1,1,0
MCLAUGHLIN DAVID,1,1,0
MICROSOFT CANADA,1,1,0
NATTIQ,1,1,0
NORTHERN MICRO,1,1,0
OPENPLUSCA,1,1,0
OPENTEXT,1,1,0
OPSWAT,1,1,0
OTTAWA MARRIOTT OTTAWA,1,1,0
PRINTERS PLUS,1,1,0
PROTAK CONSULTING GROUP,1,1,0
PRPIC MAYA,1,1,0
QUEST SOFTWARE CANADA,1,1,0
ROBERTSON COMPANY,1,1,0
ROGERS,1,1,0
SAP,1,1,0
SIMZER DESIGN,1,1,0
SOFTCHOICE,1,1,0
SOLOTECH QUEBEC,1,1,0
SYBASE CANADA,1,1,0
TELERIK,1,1,0
TERRANOVA WORLDWIDE,1,1,0
TES THE EMPLOYMENT SOLUTION,1,1,0
THE MIXING BOWL,1,1,0
THOMSON REUTERS SCIENTIFIC,1,1,0
TOSHIBA CLIENT SOLUTIONS CAN,1,1,0
TURTLE TECHNOLOGIES,1,1,0
UQAM OST,1,1,0
VANGUARD EMC,1,1,0
VMWARE,1,1,0
WORDTASK INFORMATION,1,1,0
ADRM TECHNOLOGY CONSULTING,1,1,0
ANDORA GRAPHICS,1,1,0
ANN HOLMES ASSOCIATES,1,1,0
APPLIED ELECTONICS,1,1,0
BDO CANADA,1,1,0
BLACKBERRY,1,1,0
BRYMARK,1,1,0
BRYMARK PROMOTIONS,1,1,0
BYTOWN CATERING,1,1,0
CACHE COMPUTER CONSULTING,1,1,0
CANADIAN CORPS OF COMMISSIONAIRES,1,1,0
CARAHSOFT TECHNOLOGY,1,1,0
CARLSON WAGONLIT GLOBAL TRAVEL,1,1,0
CISION CANADA,1,1,0
CORADIX TECHNOLOGY CONSULTING,1,1,0
CSDC SYSTEMS,1,1,0
CTC TRAINCANADA,1,1,0
DB COMPANIES OF CANADA,1,1,0
DELTA OTTAWA CITY CENTRE,1,1,0
DONNELLEY FINANCIAL,1,1,0
ELM PRINTING,1,1,0
ENTRUST,1,1,0
ERNST YOUNG,1,1,0
EXCEL HUMAN RESOURCES,1,1,0
FACILITE INFORMATIQUE CANADA,1,1,0
FESTIVAL PROMOTIONS,1,1,0
GCSTRATEGIES,1,1,0
GRAND TOY,1,1,0
