vendor_normalized,effective_year,sum_yearly_value
ADGA GROUP,2013,1780303.7
ADGA GROUP,2014,5006994.515
ADGA GROUP,2015,3226690.815
ADGA GROUP,2016,766867.5275
ADGA GROUP,2017,1057503.5275
ADRM TECHNOLOGY CONSULTING,2014,1661925.14500001
ADRM TECHNOLOGY CONSULTING,2015,1590124.64500001
ADRM TECHNOLOGY CONSULTING,2016,3792368.05250001
ADRM TECHNOLOGY CONSULTING,2017,2234925.0525
CANADIAN DEVELOPMENT CONSULTANTS,2013,626380.695
CANADIAN DEVELOPMENT CONSULTANTS,2014,1285207.975
CANADIAN DEVELOPMENT CONSULTANTS,2015,765529.33
CANADIAN DEVELOPMENT CONSULTANTS,2016,975147.9
CANADIAN DEVELOPMENT CONSULTANTS,2017,3252831.06666667
CORADIX TECHNOLOGY CONSULTING,2013,67009.95
CORADIX TECHNOLOGY CONSULTING,2014,884904.043333333
CORADIX TECHNOLOGY CONSULTING,2015,3144516.29833333
CORADIX TECHNOLOGY CONSULTING,2016,3430243.56583333
CORADIX TECHNOLOGY CONSULTING,2017,3726532.2325
DALIAN ENTERPRISES,2013,41669.29
DALIAN ENTERPRISES,2014,5074042.705
DALIAN ENTERPRISES,2015,4933343.175
DALIAN ENTERPRISES,2016,4548296.31
DALIAN ENTERPRISES,2017,49437.5
DONNA CONA,2012,2117740
DONNA CONA,2013,10466751.47
DONNA CONA,2014,16297955.5483333
DONNA CONA,2015,15547148.1883333
DONNA CONA,2016,14185629.2433333
DONNA CONA,2017,13022769.0133333
IT NET CONSULTANTS,2013,595155.22
IT NET CONSULTANTS,2014,1989775.225
IT NET CONSULTANTS,2015,1549747.98166667
IT NET CONSULTANTS,2016,2187958.33333334
IT NET CONSULTANTS,2017,1576372.83333334
ORACLE CANADA,2013,848025.43
ORACLE CANADA,2014,1148618.77
ORACLE CANADA,2015,1642078.0633333
ORACLE CANADA,2016,1642078.0633333
ORACLE CANADA,2017,1621246.1983333
ORBIS RISK CONSULTING,2014,4075743.03
ORBIS RISK CONSULTING,2015,4128976.45
ORBIS RISK CONSULTING,2016,3863160
TPG TECHNOLOGY CONSULTANTS,2013,677780.78
TPG TECHNOLOGY CONSULTANTS,2014,6405427.565
TPG TECHNOLOGY CONSULTANTS,2015,5769003.285
TPG TECHNOLOGY CONSULTANTS,2016,903703.5
TPG TECHNOLOGY CONSULTANTS,2017,776081.25
