vendor_normalized,effective_year,sum_yearly_value
CANADIAN BANK NOTE COMPANY,2008,1661370.57285714
CANADIAN BANK NOTE COMPANY,2009,3808045.07285714
CANADIAN BANK NOTE COMPANY,2010,2838641.67285714
CANADIAN BANK NOTE COMPANY,2011,8258574.16785714
CANADIAN BANK NOTE COMPANY,2012,75235583.7
CANADIAN BANK NOTE COMPANY,2013,36624237.645
CANADIAN BANK NOTE COMPANY,2014,13597002.2866663
CANADIAN BANK NOTE COMPANY,2015,28544076.2133333
CANADIAN BANK NOTE COMPANY,2016,5030249.9933333
CANADIAN BANK NOTE COMPANY,2017,76354959.7433333
CANADIAN CORPS OF COMMISSIONAIRES,2009,336071.465
CANADIAN CORPS OF COMMISSIONAIRES,2010,2358648.63
CANADIAN CORPS OF COMMISSIONAIRES,2011,6214603.725
CANADIAN CORPS OF COMMISSIONAIRES,2012,7203364.38
CANADIAN CORPS OF COMMISSIONAIRES,2013,8110872.96500001
CANADIAN CORPS OF COMMISSIONAIRES,2014,8448130.56
CANADIAN CORPS OF COMMISSIONAIRES,2015,5808420.8
CANADIAN CORPS OF COMMISSIONAIRES,2016,7631182.735
CANADIAN CORPS OF COMMISSIONAIRES,2017,4543296.59
CGI,2008,3062487.356
CGI,2009,5251813.916
CGI,2010,5499739.86266667
CGI,2011,6419438.38550001
CGI,2012,7315954.68083333
CGI,2013,6551902.07416666
CGI,2014,4045333.60083333
CGI,2015,7685671.33083333
CGI,2016,5876131.615
CGI,2017,4313640.65
EXCEL HUMAN RESOURCES,2009,7363.125
EXCEL HUMAN RESOURCES,2010,305929.64
EXCEL HUMAN RESOURCES,2011,105465.655
EXCEL HUMAN RESOURCES,2012,2907348.61
EXCEL HUMAN RESOURCES,2013,5705596.85166667
EXCEL HUMAN RESOURCES,2014,7430420.30333333
EXCEL HUMAN RESOURCES,2015,5916597.855
EXCEL HUMAN RESOURCES,2016,6579934.86
EXCEL HUMAN RESOURCES,2017,3675798.2925
FUJITSU,2012,1440861.40833333
FUJITSU,2013,8893988.48166663
FUJITSU,2014,10455457.2925
FUJITSU,2015,10157903.7458333
FUJITSU,2016,-4813339.21
FUJITSU,2017,7454823.5366667
GLOBAL ENTERPRISE TECHNOLOGIES,2012,30437758.88
INTERNATIONAL ORGANIZATION FOR MIGRATION,2009,137264.1775
INTERNATIONAL ORGANIZATION FOR MIGRATION,2010,137264.1775
INTERNATIONAL ORGANIZATION FOR MIGRATION,2011,137264.1775
INTERNATIONAL ORGANIZATION FOR MIGRATION,2012,137264.1775
INTERNATIONAL ORGANIZATION FOR MIGRATION,2015,35500000
INTERNATIONAL ORGANIZATION FOR MIGRATION,2016,35500000
ORACLE CANADA,2008,3315795.5033333
ORACLE CANADA,2009,3315795.5033333
ORACLE CANADA,2010,4272590.5833333
ORACLE CANADA,2011,4817511.2583333
ORACLE CANADA,2012,4724049.0683333
ORACLE CANADA,2013,1520699.64
ORACLE CANADA,2014,1788347.885
ORACLE CANADA,2015,1163157.88
ORACLE CANADA,2016,1566942.195
ORACLE CANADA,2017,3925193.225
VERITAAQ TECHNOLOGY HOUSE,2008,1705371.34
VERITAAQ TECHNOLOGY HOUSE,2009,2036549.00666667
VERITAAQ TECHNOLOGY HOUSE,2010,2399705.2275
VERITAAQ TECHNOLOGY HOUSE,2011,1630775.0875
VERITAAQ TECHNOLOGY HOUSE,2012,1448211.455
VERITAAQ TECHNOLOGY HOUSE,2013,3401719.04166667
VERITAAQ TECHNOLOGY HOUSE,2014,4890407.59666667
VERITAAQ TECHNOLOGY HOUSE,2015,7383606.82666667
VERITAAQ TECHNOLOGY HOUSE,2016,6340575.205
VERITAAQ TECHNOLOGY HOUSE,2017,3978687.075
VFS GLOBAL,2012,8500000
VFS GLOBAL,2013,8500000
VFS GLOBAL,2014,8500000
VFS GLOBAL,2015,8500000
VFS GLOBAL,2016,8500000
VFS GLOBAL,2017,-8847996.5
