vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2008,189729.00
BELL CANADA,2009,476064.50
BELL CANADA,2010,2407705.00
BELL CANADA,2011,248669.83
BELL CANADA,2012,570261.00
BELL CANADA,2013,4663214.50
BELL CANADA,2014,4657211.00
BELL CANADA,2015,1008404.58
BELL CANADA,2016,299770.58
BELL CANADA,2017,335070.89
CANADIAN CORPS OF COMMISSIONAIRES,2008,2912575.00
CANADIAN CORPS OF COMMISSIONAIRES,2009,1323023.50
CANADIAN CORPS OF COMMISSIONAIRES,2010,1908434.00
CANADIAN CORPS OF COMMISSIONAIRES,2011,1633184.00
CANADIAN CORPS OF COMMISSIONAIRES,2012,1594277.50
CANADIAN CORPS OF COMMISSIONAIRES,2013,1371914.50
CANADIAN CORPS OF COMMISSIONAIRES,2014,2351917.00
CANADIAN CORPS OF COMMISSIONAIRES,2015,3719021.00
CANADIAN CORPS OF COMMISSIONAIRES,2016,2416783.00
CANADIAN CORPS OF COMMISSIONAIRES,2017,2852133.68
CORADIX TECHNOLOGY CONSULTING,2008,1214295.00
CORADIX TECHNOLOGY CONSULTING,2009,797725.00
CORADIX TECHNOLOGY CONSULTING,2010,1741912.00
CORADIX TECHNOLOGY CONSULTING,2011,2321468.33
CORADIX TECHNOLOGY CONSULTING,2012,2077051.00
CORADIX TECHNOLOGY CONSULTING,2013,1248452.00
CORADIX TECHNOLOGY CONSULTING,2014,397988.50
CORADIX TECHNOLOGY CONSULTING,2015,1090130.33
CORADIX TECHNOLOGY CONSULTING,2016,1841810.20
CORADIX TECHNOLOGY CONSULTING,2017,2120025.07
EMERION,2010,479589.00
EMERION,2011,468225.67
EMERION,2012,897902.33
EMERION,2013,530663.33
EMERION,2014,1075553.00
EMERION,2015,2496503.33
EMERION,2016,5431454.78
EMERION,2017,4944136.83
EXCEL HUMAN RESOURCES,2008,1464845.50
EXCEL HUMAN RESOURCES,2009,1124552.50
EXCEL HUMAN RESOURCES,2010,1114292.50
EXCEL HUMAN RESOURCES,2011,3152905.00
EXCEL HUMAN RESOURCES,2012,907594.50
EXCEL HUMAN RESOURCES,2013,3995434.17
EXCEL HUMAN RESOURCES,2014,4435349.08
EXCEL HUMAN RESOURCES,2015,5165748.08
EXCEL HUMAN RESOURCES,2016,6421741.27
EXCEL HUMAN RESOURCES,2017,5788656.59
GROUPE ONSCOPE ONSCOPE,2008,1237951.29
GROUPE ONSCOPE ONSCOPE,2009,1237951.29
GROUPE ONSCOPE ONSCOPE,2010,1248961.29
GROUPE ONSCOPE ONSCOPE,2011,1298035.29
GROUPE ONSCOPE ONSCOPE,2012,1275751.29
GROUPE ONSCOPE ONSCOPE,2013,748180.67
GROUPE ONSCOPE ONSCOPE,2015,10396.00
GROUPE ONSCOPE ONSCOPE,2016,10396.00
GROUPE ONSCOPE ONSCOPE,2017,10009556.72
IBM CANADA,2008,357574.50
IBM CANADA,2009,860589.50
IBM CANADA,2010,1462950.00
IBM CANADA,2011,1458875.50
IBM CANADA,2012,1592341.00
IBM CANADA,2013,1458380.67
IBM CANADA,2014,1687744.17
IBM CANADA,2015,2041569.33
IBM CANADA,2016,2804953.88
IBM CANADA,2017,2081001.70
LS TELCOM,2011,1001500.00
LS TELCOM,2012,1001500.00
LS TELCOM,2016,17479615.00
MINDWIRE SYSTEMS,2010,822816.33
MINDWIRE SYSTEMS,2011,755635.33
MINDWIRE SYSTEMS,2012,1273160.17
MINDWIRE SYSTEMS,2013,1493866.83
MINDWIRE SYSTEMS,2014,1937917.36
MINDWIRE SYSTEMS,2015,1469283.11
MINDWIRE SYSTEMS,2016,2648366.78
MINDWIRE SYSTEMS,2017,2862368.29
MODIS CANADA,2009,130680.33
MODIS CANADA,2010,1725143.33
MODIS CANADA,2011,1538546.56
MODIS CANADA,2012,1810401.89
MODIS CANADA,2013,3185574.06
MODIS CANADA,2014,1565692.67
MODIS CANADA,2015,1122396.83
MODIS CANADA,2016,2262373.70
MODIS CANADA,2017,1867260.64
