vendor_normalized,sum_effective_value
EXCEL HUMAN RESOURCES,33571119.19
CANADIAN CORPS OF COMMISSIONAIRES,22083263.18
LS TELCOM,19482615.00
GROUPE ONSCOPE ONSCOPE,17077179.82
EMERION,16324028.28
IBM CANADA,15805980.24
MODIS CANADA,15208070.00
BELL CANADA,14856100.87
CORADIX TECHNOLOGY CONSULTING,14850857.44
MINDWIRE SYSTEMS,13263414.21
KPMG,11939991.30
CENTRE DE DEVELOPPEMENT CIA,11554601.17
EUROPEAN PATENT OFFICE,10414007.50
XEROX,10154367.19
DELOITTE AND TOUCHE,9819075.80
VERITAAQ TECHNOLOGY HOUSE,9099800.59
SYSTEMSCOPE,9043986.70
SI SYSTEMS,8512798.02
NORTHERN MICRO,7950697.63
SOFTCHOICE,7889965.67
ALTIS HUMAN RESOURCES,7518961.76
AJILON,7175606.17
BRAINHUNTER,7019905.50
HYPERTEC,6996902.00
TPG TECHNOLOGY CONSULTANTS,6974191.43
ORACLE CANADA,6474792.80
PRICEWATERHOUSE COOPERS,6463693.40
HEWLETT PACKARD,5660813.33
INTEGRA NETWORKS,5028087.33
TERAMACH TECHNOLOGIES,4925420.51
ROHDE SCHWARZ CANADA,4805030.20
CISTEL TECHNOLOGY,4577414.75
COSSETTE COMMUNICATIONS,4419591.00
ERNST YOUNG,4419519.22
ACME FUTURE SECURITY CONTROLS,4310861.34
HONEYWELL,4216454.42
AVASCENT GROUP THE,4163468.00
SOMOS,4049894.31
MICROSOFT CANADA,4042646.92
LEVERAGE TECHNOLOGY RESOURCES,3933215.61
GENOMEQUEST,3839582.73
TRM TECHNOLOGIES,3754986.67
HAWORTH,3705030.45
EARL CARR ELECTRIC CANADA,3657944.91
AMERICAN CHEMICAL SOCIETY,3568295.00
THE AIM GROUP,3454401.95
AGILENT,3443847.00
GARTNER,3416735.23
GROUPE ALITHYA,3118972.28
CANON,3041158.95
EBSCO CANADA,3024700.51
LIGHTNING TREE CONSULTING,2858270.04
TELECOM COMPUTER SERVICES,2848973.66
CGI,2838236.50
SYSTEMATIX SOLUTIONS,2735983.00
AEROSPACE INDUSTRIES ASSOC OF CDN,2731618.01
TOTEM OFFISOURCE,2693724.98
PUBLIC WORKS AND GOVERNMENT,2680961.50
INFORMATION BUILDERS CANADA,2654998.00
IHS GLOBAL,2606273.12
ARTEMP PERSONNEL SERVICES,2537065.21
SHOULDICE MECHANICAL,2485848.00
STN COLUMBUS,2476544.17
PITNEY BOWES,2453991.96
LABOR TEK PERSONNEL SERVICES,2384240.68
MAGELLAN ENGINEERING,2366621.00
MUNRO SCULLION CONTRACTING,2179398.23
NOVELL CANADA,2172723.00
DELL COMPUTER,2162469.37
MAPLESOFT CONSULTING,2125815.17
CONFLUENCE CONSULTING,2119758.00
FORD MOTOR COMPAMY,2117854.00
HARRINGTON STAFFING SERVICES,2106729.50
POWER AUCTIONS,2093495.71
MARQUE DOR,2035972.00
RAYMOND CHABOT GRANT THORNTON,2013084.20
SIMPLEX INDUSTRIES,1963758.44
LUMINA IT,1962096.55
PROCON LEASING,1888363.50
TEKNION,1828722.80
3005526 CANADA,1819828.00
STEELCASE CANADA,1724772.44
AVI SPL CANADA,1693397.98
SEMANTIC CONSULTING,1667428.00
ANRITSU ELECTRONICS,1654528.50
TESTFORCE SYSTEMS,1636045.22
CONFERENCE BOARD OF CANADA THE,1614277.00
RANDSTAD,1593614.75
CA CANADA COMPANY,1534798.00
CDW CANADA,1531713.37
GRAYBRIDGE INTERNATIONAL CONSULTING,1507424.94
CALIAN,1506752.00
VCAN GROUP THE,1502059.14
3100 1589 QUABEC,1500750.00
DOW JONES REUTERS BUSINESS,1481804.00
CEDROM SNI,1474486.77
IT NET CONSULTANTS,1455988.50
MISHKUMI TECHNOLOGIES,1454653.31
SHARP ELECTRONICS,1425525.32
KNOWLEDGE CIRCLE LEARNING SERVICES,1412986.20
