vendor_normalized,effective_year,sum_yearly_value
BCP LTEE,2010,7817500
BCP LTEE,2011,7817500
CANADIAN CORPS OF COMMISSIONAIRES,2008,1807375.69
CANADIAN CORPS OF COMMISSIONAIRES,2009,1272161.06
CANADIAN CORPS OF COMMISSIONAIRES,2010,2014899.8
CANADIAN CORPS OF COMMISSIONAIRES,2011,3613691.4
CANADIAN CORPS OF COMMISSIONAIRES,2012,2339211.26
CANADIAN CORPS OF COMMISSIONAIRES,2013,854918.86
CANADIAN CORPS OF COMMISSIONAIRES,2014,1549748.215
CANADIAN CORPS OF COMMISSIONAIRES,2015,2034457.575
CANADIAN CORPS OF COMMISSIONAIRES,2016,2092312.965
CANADIAN CORPS OF COMMISSIONAIRES,2017,1545029.825
IBM CANADA,2008,2035162.28
IBM CANADA,2009,5886123.185
IBM CANADA,2010,5832473.37833334
IBM CANADA,2011,1219076.78
IBM CANADA,2012,926253.32
IBM CANADA,2013,108973.04
IBM CANADA,2014,45044.87
IBM CANADA,2015,81534.83
IBM CANADA,2016,44309.34
IBM CANADA,2017,95002.945
MICROSOFT CANADA,2008,3656539.71
MICROSOFT CANADA,2009,841606.5
MICROSOFT CANADA,2010,1106432.55
MICROSOFT CANADA,2011,26633675.375
MICROSOFT CANADA,2012,26419971.12
MICROSOFT CANADA,2013,1062872.255
MICROSOFT CANADA,2014,638679.66
MICROSOFT CANADA,2015,1281932.22333333
MICROSOFT CANADA,2016,1513315.72333333
MICROSOFT CANADA,2017,2056731.42833333
NISHA TECHONOLOGIES,2008,22935.2100000003
NISHA TECHONOLOGIES,2009,22935.2100000003
NISHA TECHONOLOGIES,2010,73481.3700000003
NISHA TECHONOLOGIES,2011,228689.07
NISHA TECHONOLOGIES,2014,276881.64
NISHA TECHONOLOGIES,2015,276881.64
NISHA TECHONOLOGIES,2016,412281.63
NISHA TECHONOLOGIES,2017,9880462.99
NORTHERN MICRO,2008,1524638.2225
NORTHERN MICRO,2009,1830332.5475
NORTHERN MICRO,2010,932041.958
NORTHERN MICRO,2011,1217898.22466667
NORTHERN MICRO,2012,390073.524666667
NORTHERN MICRO,2013,560549.509666667
NORTHERN MICRO,2014,986420.874666667
NORTHERN MICRO,2015,4042106.39166667
NORTHERN MICRO,2016,1319077.02666667
NORTHERN MICRO,2017,438044.18
ORACLE CANADA,2008,325455.8
ORACLE CANADA,2009,130162.5
ORACLE CANADA,2010,1222014.89
ORACLE CANADA,2011,1308119.345
ORACLE CANADA,2012,441247.015
ORACLE CANADA,2013,2493304.135
ORACLE CANADA,2014,6307032.885
ORACLE CANADA,2015,648585.73
ORACLE CANADA,2016,10696469.345
ORACLE CANADA,2017,2149572.15
SAS INSTITUTE,2008,1121580
SAS INSTITUTE,2009,1146828.9
SAS INSTITUTE,2010,1164111.25
SAS INSTITUTE,2011,1956457.95
SAS INSTITUTE,2012,841850
SAS INSTITUTE,2013,1017010.17
SAS INSTITUTE,2014,1017010.17
SAS INSTITUTE,2015,6310995.05
SAS INSTITUTE,2016,6649485
SAS INSTITUTE,2017,357268.333333333
TERAMACH TECHNOLOGIES,2008,4190386.9625
TERAMACH TECHNOLOGIES,2009,4996074.95833333
TERAMACH TECHNOLOGIES,2010,6724937.72583333
TERAMACH TECHNOLOGIES,2011,3751412.85333333
TERAMACH TECHNOLOGIES,2012,3350999.1725
TERAMACH TECHNOLOGIES,2013,1065018.0725
TERAMACH TECHNOLOGIES,2014,197567.3225
TERAMACH TECHNOLOGIES,2015,197567.3225
TRANSCONTINENTAL PLM,2014,9967734.2833333
TRANSCONTINENTAL PLM,2015,9967734.2833333
TRANSCONTINENTAL PLM,2016,3883273.5433333
