vendor_normalized,effective_year,sum_yearly_value
49 SOLUTIONS,2016,310185
49 SOLUTIONS,2017,1159927.08
BDO CANADA,2016,146900
BDO CANADA,2017,330751
CGI,2015,253796.11666667
CGI,2016,253796.11666667
CGI,2017,67925.473333333
CISTEL TECHNOLOGY,2016,373303.6975
CISTEL TECHNOLOGY,2017,875261.76083333
NORTHERN MICRO,2016,367156.23
QMR,2016,228486
QMR,2017,92886
RANDSTAD,2015,63901.5
RANDSTAD,2016,108638.2
RANDSTAD,2017,64203.775
THE MASHA KRUPP TRANSLATION GROUP,2014,181772.05833333
THE MASHA KRUPP TRANSLATION GROUP,2015,181772.05833333
THE MASHA KRUPP TRANSLATION GROUP,2016,181772.05833333
THE MASHA KRUPP TRANSLATION GROUP,2017,181772.05833333
THE RIGHT DOOR CONSULTING & SOLUTIONS,2016,361035
THE RIGHT DOOR CONSULTING & SOLUTIONS,2017,423411
TOSHIBA OF CANADA,2017,407264.97
